dataset,chapter_number,sentence_number,source_form,target_form,context_snippet
elfili_paragraphs,28,,nguni’t,ngunit,"tindahan, nguni’t si D. Cus"
elfili_paragraphs,28,,nguni’t,ngunit,g balita; nguni’t nang mata
elfili_paragraphs,28,,nguni’t,ngunit,"akastila, nguni’t ipinapiit"
elfili_paragraphs,28,,nguni’t,ngunit,bumangon; nguni’t hindi man
elfili_paragraphs,28,,nguni’t,ngunit," tumakbo, nguni’t sa dahila"
elfili_paragraphs,28,,nguni’t,ngunit,"gyarihan, nguni’t sinawata "
elfili_paragraphs,28,,Nguni’t,Ngunit,Nguni’t ang matap
elfili_paragraphs,28,,nguni’t,ngunit,akadingig nguni’t hindi sum
elfili_paragraphs,28,,nguni’t,ngunit," Chichoy, nguni’t ipaliliwa"
elfili_paragraphs,28,,nguni’t,ngunit," sandata, nguni’t nang wala"
elfili_paragraphs,29,,nguni’t,ngunit,"kumpisal, nguni’t ang mabut"
elfili_paragraphs,29,,nguni’t,ngunit,"ibabayad, nguni’t ¡kay kapi"
elfili_paragraphs,29,,nguni’t,ngunit,"ing araw, nguni’t pinairal "
elfili_paragraphs,29,,Nguni’t,Ngunit,—Nguni’t ang isa’y
elfili_paragraphs,29,,Nguni’t,Ngunit,akasakit. Nguni’t ipinakli 
elfili_paragraphs,29,,Nguni’t,Ngunit,langitan! Nguni’t si P. Ire
elfili_paragraphs,30,,nguni’t,ngunit,"agkasira, nguni’t lalagyan "
elfili_paragraphs,30,,nguni’t,ngunit,"ang biro, nguni’t di pa man"
elfili_paragraphs,30,,nguni’t,ngunit,"biro nga, nguni’t pinagkuru"
elfili_paragraphs,30,,nguni’t,ngunit,"akatagpo, nguni’t pinahahal"
elfili_paragraphs,30,,nguni’t,ngunit,g binata; nguni’t sa dahila
elfili_paragraphs,30,,Nguni’t,Ngunit,Nguni’t walang ma
elfili_paragraphs,30,,nguni’t,ngunit,"ng Tiani, nguni’t kailangan"
elfili_paragraphs,30,,Nguni’t,Ngunit,—Nguni’t mabibigya
elfili_paragraphs,30,,nguni’t,ngunit,"al-bugal, nguni’t kung maki"
elfili_paragraphs,30,,nguni’t,ngunit," umiimik, nguni’t sa ganang"
elfili_paragraphs,30,,nguni’t,ngunit,"ung ibig, nguni’t sinabi ng"
elfili_paragraphs,30,,nguni’t,ngunit,"yang ama, nguni’t gayon man"
elfili_paragraphs,30,,nguni’t,ngunit,g lelong; nguni’t ang lelon
elfili_paragraphs,30,,Nguni’t,Ngunit, pag-asa. Nguni’t ang mga b
elfili_paragraphs,30,,Nguni’t,Ngunit,ghihirap! Nguni’t ang umaga
elfili_paragraphs,30,,nguni’t,ngunit,"pinayapa, nguni’t si Huli a"
elfili_paragraphs,30,,nguni’t,ngunit,"g tainga, nguni’t nagbibing"
elfili_paragraphs,30,,Nguni’t,Ngunit,—Nguni’t napakahan
elfili_paragraphs,30,,nguni’t,ngunit,"aan yaon, nguni’t malaon ng"
elfili_paragraphs,30,,nguni’t,ngunit,"sa bayan, nguni’t sinabi sa"
elfili_paragraphs,30,,nguni’t,ngunit,"pamayapa, nguni’t ang Hukom"
elfili_paragraphs,31,,nguni’t,ngunit,"bulungan, nguni’t napakalab"
elfili_paragraphs,31,,nguni’t,ngunit, na iyon; nguni’t sinasabi 
elfili_paragraphs,31,,nguni’t,ngunit, kaharap;—nguni’t may nagsa
elfili_paragraphs,31,,Nguni’t,Ngunit,—¿Nguni’t hindi po 
elfili_paragraphs,31,,nguni’t,ngunit," General, nguni’t ang bayan"
elfili_paragraphs,31,,nguni’t,ngunit,"kakamali, nguni’t hindi ko "
elfili_paragraphs,31,,nguni’t,ngunit,"tila rin, nguni’t bago ang "
elfili_paragraphs,31,,nguni’t,ngunit,ing dugo; nguni’t gaya rin 
elfili_paragraphs,32,,nguni’t,ngunit," alisaga, nguni’t nang maka"
elfili_paragraphs,32,,Capitang,Kapitang,il sa ang Capitang General a
elfili_paragraphs,32,,nguni’t,ngunit,"pag-alis, nguni’t nababalit"
elfili_paragraphs,32,,nguni’t,ngunit,"—Marahil, nguni’t sa dahila"
elfili_paragraphs,32,,nguni’t,ngunit,"laymalay, nguni’t buongbuo;"
elfili_paragraphs,32,,nguni’t,ngunit,"hinagpis, nguni’t hindi na "
elfili_paragraphs,33,,nguni’t,ngunit," Basilio, nguni’t quantum m"
elfili_paragraphs,33,,Nguni’t,Ngunit,usumikap! Nguni’t walang ka
elfili_paragraphs,33,,nguni’t,ngunit,"inlangan, nguni’t kayo’y du"
elfili_paragraphs,33,,nguni’t,ngunit,sa lahat: nguni’t pagkaraan
elfili_paragraphs,33,,nguni’t,ngunit,"mga gawa, nguni’t ang tao’y"
elfili_paragraphs,34,,nguni’t,ngunit,"i umuuwi, nguni’t nawala mu"
elfili_paragraphs,34,,nguni’t,ngunit,"y Simoun, nguni’t sinabi sa"
elfili_paragraphs,34,,nguni’t,ngunit,"bulaklak, nguni’t hindi niy"
elfili_paragraphs,34,,nguni’t,ngunit,"ng balak, nguni’t sinagot d"
elfili_paragraphs,34,,nguni’t,ngunit,"apalaran, nguni’t ang mga n"
elfili_paragraphs,34,,nguni’t,ngunit,"uhay ako, nguni’t hindi ako"
elfili_paragraphs,34,,nguni’t,ngunit,"Custodio, nguni’t paparoong"
elfili_paragraphs,34,,nguni’t,ngunit,"elazquez, nguni’t hindi niy"
elfili_paragraphs,34,,nguni’t,ngunit,"ng madla, nguni’t hindi nak"
elfili_paragraphs,35,,nguni’t,ngunit,ng na nga nguni’t wala pa a
elfili_paragraphs,35,,nguni’t,ngunit,"ailangan, nguni’t dapat mun"
elfili_paragraphs,35,,nguni’t,ngunit,"paparoon, nguni’t hindi man"
elfili_paragraphs,35,,nguni’t,ngunit,nakangiti nguni’t ngalingal
elfili_paragraphs,35,,nguni’t,ngunit,"ga hotel, nguni’t marami si"
elfili_paragraphs,35,,nguni’t,ngunit,gyarihan; nguni’t dumating 
elfili_paragraphs,35,,nguni’t,ngunit,"g hangin, nguni’t ang kalam"
elfili_paragraphs,35,,nguni’t,ngunit," General, nguni’t hindi siy"
elfili_paragraphs,35,,Nguni’t,Ngunit, pumasok. Nguni’t nalimot n
elfili_paragraphs,35,,nguni’t,ngunit,"ig turan, nguni’t hindi rin"
elfili_paragraphs,35,,nguni’t,ngunit,"tumindig, nguni’t sa pangin"
elfili_paragraphs,35,,Nguni’t,Ngunit,Nguni’t ang kaniy
elfili_paragraphs,35,,Nguni’t,Ngunit,—Nguni’t mangyayar
elfili_paragraphs,35,,Nguni’t,Ngunit,Nguni’t ang anino
elfili_paragraphs,37,,nguni’t,ngunit,"t talaan, nguni’t hindi mak"
elfili_paragraphs,37,,subali’t,subalit,"ngawngaw, subali’t malaki na"
elfili_paragraphs,37,,Nguni’t,Ngunit,alis ako. Nguni’t....
elfili_paragraphs,37,,Nguni’t,Ngunit,—Nguni’t.... nguni
elfili_paragraphs,37,,nguni’t,ngunit,gunit.... nguni’t....—ang b
elfili_paragraphs,37,,nguni’t,ngunit,"ng boses,—nguni’t kailangan"
elfili_paragraphs,37,,Nguni’t,Ngunit,—Nguni’t ¿wala ba 
elfili_paragraphs,37,,nguni’t,ngunit,"ni Momoy,—nguni’t naalaala "
elfili_paragraphs,37,,Nguni’t,Ngunit,—¿Nguni’t hindi ba 
elfili_paragraphs,37,,nguni’t,ngunit,"si Momoy, nguni’t nawala an"
elfili_paragraphs,37,,nguni’t,ngunit,"si Momoy, nguni’t nang maki"
elfili_paragraphs,38,,nguni’t,ngunit," ay wala, nguni’t naaawa ak"
elfili_paragraphs,38,,nguni’t,ngunit," ng Dios, nguni’t ang bunga"
elfili_paragraphs,38,,nguni’t,ngunit," sumunod, nguni’t ang lalak"
elfili_paragraphs,38,,nguni’t,ngunit,"umisigaw, nguni’t hindi mal"
elfili_paragraphs,38,,Nguni’t,Ngunit, ng araw. Nguni’t binantaan
elfili_paragraphs,38,,nguni’t,ngunit, bayoneta nguni’t hindi man
elfili_paragraphs,0,,Nguni’t,Ngunit,gtatanan! Nguni’t ang kaniy
elfili_paragraphs,0,,Nguni’t,Ngunit,ahaba.... Nguni’t sinasabi 
elfili_paragraphs,0,,Nguni’t,Ngunit,gyarihan? Nguni’t ang may k
elfili_paragraphs,0,,nguni’t,ngunit,"—Kaunti, nguni’t sa loob n"
elfili_paragraphs,0,,nguni’t,ngunit,"ay ay oo, nguni’t buhay ay "
elfili_paragraphs,0,,Nguni’t,Ngunit,—Nguni’t isang pan
elfili_paragraphs,0,,nguni’t,ngunit,"g sarili, nguni’t madaling "
elfili_paragraphs,0,,nguni’t,ngunit," pangkat, nguni’t saan man,"
elfili_paragraphs,0,,nguni’t,ngunit," mabigat, nguni’t sa boong "
elfili_paragraphs,0,,nguni’t,ngunit," banayad, nguni’t mahimok:"
elfili_paragraphs,0,,nguni’t,ngunit,y namali; nguni’t sa dahila
elfili_paragraphs,0,,nguni’t,ngunit,"bigan ko, nguni’t ang lalon"
elfili_paragraphs,0,,nguni’t,ngunit,"a kaniya, nguni’t pumapatay"
elfili_paragraphs,0,,nguni’t,ngunit,"ng bayan, nguni’t mga tulis"
elfili_paragraphs,0,,Subali’t,Subalit, lumunod! Subali’t samantala
elfili_paragraphs,0,,nguni’t,ngunit,"abuhayan, nguni’t, oo, atin"
elfili_paragraphs,0,,nguni’t,ngunit,"agsalita, nguni’t ang tangi"
elfili_paragraphs,0,,nguni’t,ngunit,atutulog; nguni’t nang mara
elfili_paragraphs,0,,nguni’t,ngunit,"ilaliman, nguni’t muling na"
elfili_sentences,1,4,nguni’t,ngunit,indi ayos nguni’t hindi map
elfili_sentences,1,8,nguni’t,ngunit,ng bapor; nguni’t ang isang
elfili_sentences,1,23,Nguni’t,Ngunit,"—Nguni’t kapitan, "
elfili_sentences,1,36,Nguni’t,Ngunit,Nguni’t ang asawa
elfili_sentences,1,46,nguni’t,ngunit,"apantaha, nguni’t tignan ni"
elfili_sentences,1,54,nguni’t,ngunit,"tinginan, nguni’t, gaya ng "
elfili_sentences,1,82,Nguni’t,Ngunit,"—Nguni’t, ginoong "
elfili_sentences,1,88,Nguni’t,Ngunit,—Nguni’t ang mga g
elfili_sentences,1,103,Nguni’t,Ngunit,—Nguni’t.... naghi
elfili_sentences,1,121,nguni’t,ngunit,"big niya, nguni’t ni si Ben"
elfili_sentences,1,126,nguni’t,ngunit,"crucero”, nguni’t ang tanon"
elfili_sentences,1,142,nguni’t,ngunit,hin sana; nguni’t ang gayon
elfili_sentences,1,162,Nguni’t,Ngunit,—Nguni’t D. Custod
elfili_sentences,2,7,Nguni’t,Ngunit,Nguni’t ang dalaw
elfili_sentences,2,13,nguni’t,ngunit,"hay doon, nguni’t ang tunay"
elfili_sentences,2,15,nguni’t,ngunit,"ng apian, nguni’t hindi nan"
elfili_sentences,2,21,Nguni’t,Ngunit,—Nguni’t balikan n
elfili_sentences,2,30,Nguni’t,Ngunit,—Nguni’t kahi’t ni
elfili_sentences,2,32,Nguni’t,Ngunit,—¿Nguni’t ang mga m
elfili_sentences,2,39,nguni’t,ngunit,"-aaralan, nguni’t wala kayo"
elfili_sentences,2,55,Nguni’t,Ngunit,Nguni’t ang bagay
elfili_sentences,2,63,nguni’t,ngunit,"ababayan, nguni’t ang kanil"
elfili_sentences,2,73,nguni’t,ngunit,"g tangka, nguni’t sa dahila"
elfili_sentences,2,79,nguni’t,ngunit,"apaiinom, nguni’t lumulunod"
elfili_sentences,2,82,nguni’t,ngunit,—ang sabi—nguni’t nangangam
elfili_sentences,2,90,Nguni’t,Ngunit,—Nguni’t ano ka ba
elfili_sentences,2,92,nguni’t,ngunit,"aywan ko, nguni’t ang taong"
elfili_sentences,2,107,nguni’t,ngunit,"ang puti, nguni’t ang kaniy"
elfili_sentences,2,112,nguni’t,ngunit,agpapari; nguni’t dahil sa 
elfili_sentences,2,115,Nguni’t,Ngunit,Nguni’t sa pagtut
elfili_sentences,3,18,Nguni’t,Ngunit,Nguni’t ako’y nag
elfili_sentences,3,21,Nguni’t,Ngunit,—Nguni’t ¿saan bag
elfili_sentences,3,30,Nguni’t,Ngunit,Nguni’t ni si Sim
elfili_sentences,3,39,nguni’t,ngunit,"g yungib, nguni’t untiuntin"
elfili_sentences,3,44,Nguni’t,Ngunit,—Nguni’t ano ang p
elfili_sentences,3,49,Nguni’t,Ngunit,"—Nguni’t kayo, na "
elfili_sentences,3,87,nguni’t,ngunit,tanungan; nguni’t ng mabaty
elfili_sentences,3,97,Nguni’t,Ngunit,—Nguni’t ¿ano ang 
elfili_sentences,4,4,nguni’t,ngunit,umuhunan; nguni’t ng malaun
elfili_sentences,4,23,Nguni’t,Ngunit,Nguni’t ang panga
elfili_sentences,4,31,Nguni’t,Ngunit,Nguni’t ang taong
elfili_sentences,4,36,nguni’t,ngunit,"g prayle, nguni’t tinototoo"
elfili_sentences,4,46,nguni’t,ngunit,"g buwaya, nguni’t tinangka "
elfili_sentences,4,62,nguni’t,ngunit,"tuntunan, nguni’t alam din "
elfili_sentences,4,67,Nguni’t,Ngunit,"Nguni’t si Tales,"
elfili_sentences,4,68,nguni’t,ngunit,", titulo, nguni’t walang ma"
elfili_sentences,4,74,Nguni’t,Ngunit,Nguni’t inayos ko
elfili_sentences,4,80,nguni’t,ngunit," ko siya, nguni’t kung ako’"
elfili_sentences,4,87,nguni’t,ngunit,"gkasakit, nguni’t hindi tum"
elfili_sentences,4,88,Nguni’t,Ngunit,Nguni’t ng ikatlo
elfili_sentences,4,91,nguni’t,ngunit,"ng baril, nguni’t nagpatulo"
elfili_sentences,4,108,nguni’t,ngunit,"mangusap, nguni’t hindi nan"
elfili_sentences,4,113,nguni’t,ngunit,"g salapi, nguni’t ang dalaw"
elfili_sentences,4,121,nguni’t,ngunit,"ng agnos, nguni’t napailing"
elfili_sentences,4,122,nguni’t,ngunit,"oong una, nguni’t ang gayon"
elfili_sentences,4,129,nguni’t,ngunit,"na utang, nguni’t natalasan"
elfili_sentences,4,133,nguni’t,ngunit,"sa Tiani, nguni’t walang pu"
elfili_sentences,4,145,nguni’t,ngunit," matulog, nguni’t malaong h"
elfili_sentences,4,146,nguni’t,ngunit,ng inisip nguni’t tinitimpi
elfili_sentences,4,156,nguni’t,ngunit,"ng tubig, nguni’t hindi niy"
elfili_sentences,5,6,nguni’t,ngunit,y si Noel nguni’t may matal
elfili_sentences,5,10,Nguni’t,Ngunit,Nguni’t sa dahila
elfili_sentences,5,31,nguni’t,ngunit," rosario, nguni’t hindi lam"
elfili_sentences,5,36,nguni’t,ngunit,amahalaan—nguni’t gayon man
elfili_sentences,5,59,nguni’t,ngunit,"sa relos, nguni’t mayroon a"
elfili_sentences,5,82,nguni’t,ngunit,"di ganid, nguni’t sa dahila"
elfili_sentences,6,30,nguni’t,ngunit,"lang upa, nguni’t sa isang "
elfili_sentences,6,37,Nguni’t,Ngunit,Nguni’t tumiwasay
elfili_sentences,6,41,nguni’t,ngunit,"a kaniya, nguni’t parang ma"
elfili_sentences,6,44,nguni’t,ngunit,"ang ayos, nguni’t hanggang "
elfili_sentences,6,56,Nguni’t,Ngunit,Nguni’t sino ang 
elfili_sentences,6,77,nguni’t,ngunit,"ng bayad, nguni’t hindi ang"
elfili_sentences,7,3,nguni’t,ngunit,"y nawala, nguni’t ang yabag"
elfili_sentences,7,4,nguni’t,ngunit,ihingalo: nguni’t ang matat
elfili_sentences,7,11,nguni’t,ngunit,"t balbas, nguni’t ang panin"
elfili_sentences,7,15,Nguni’t,Ngunit,Nguni’t ¿sino ang
elfili_sentences,7,21,nguni’t,ngunit,"i Simoun, nguni’t namasdan "
elfili_sentences,7,36,nguni’t,ngunit,"mundo.... nguni’t, gayon ma"
elfili_sentences,7,49,Nguni’t,Ngunit,Nguni’t nang akin
elfili_sentences,7,79,nguni’t,ngunit,"g mabuti, nguni’t ang katot"
elfili_sentences,7,81,nguni’t,ngunit,nguni’t sanhi sa 
elfili_sentences,7,110,nguni’t,ngunit,mapayapa; nguni’t lalo pang
elfili_sentences,7,115,Nguni’t,Ngunit,Nguni’t kahi’t an
elfili_sentences,7,118,nguni’t,ngunit,"—Oo, nguni’t parang is"
elfili_sentences,7,125,nguni’t,ngunit,pangalan; nguni’t kahi’t ma
elfili_sentences,7,169,nguni’t,ngunit,"ng bagay, nguni’t kailan ma"
elfili_sentences,7,181,nguni’t,ngunit,ingan.... nguni’t magtiisti
elfili_sentences,7,183,nguni’t,ngunit,"namit mo, nguni’t siyang la"
elfili_sentences,8,8,Nguni’t,Ngunit,Nguni’t sa ilalim
elfili_sentences,8,18,nguni’t,ngunit,"hinagkan, nguni’t kinuskos "
elfili_sentences,8,28,Nguni’t,Ngunit,Nguni’t ng luming
elfili_sentences,8,36,nguni’t,ngunit,"mag-anak, nguni’t karaniwan"
elfili_sentences,9,7,nguni’t,ngunit,"ng Tales: nguni’t siya, si "
elfili_sentences,9,14,nguni’t,ngunit,"kabaitan, nguni’t hindi nat"
elfili_sentences,10,7,nguni’t,ngunit,"ng bunga, nguni’t hindi umi"
elfili_sentences,10,8,nguni’t,ngunit,"mang ani, nguni’t gayon man"
elfili_sentences,10,14,nguni’t,ngunit,ang aklat nguni’t walang na
elfili_sentences,10,44,Nguni’t,Ngunit,Nguni’t tatlong l
elfili_sentences,10,49,nguni’t,ngunit,"yang ina, nguni’t ito man a"
elfili_sentences,10,62,nguni’t,ngunit, malalaki nguni’t lubhang m
elfili_sentences,10,143,Nguni’t,Ngunit,Nguni’t ng nasa l
elfili_sentences,10,151,nguni’t,ngunit, ko kayo: nguni’t ang panga
elfili_sentences,10,151,nguni’t,ngunit," sa akin, nguni’t iniwan ko"
elfili_sentences,10,157,nguni’t,ngunit,isa...... nguni’t lalong ma
elfili_sentences,10,160,nguni’t,ngunit,"ng Tales, nguni’t sa dahila"
elfili_sentences,10,169,nguni’t,ngunit," sa inyo, nguni’t gayon man"
elfili_sentences,11,2,Nguni’t,Ngunit,—Nguni’t sa dahila
elfili_sentences,11,9,Capitang,Kapitang,ba namang Capitang General a
elfili_sentences,11,14,Capitang,Kapitang,sillo ang Capitang General s
elfili_sentences,11,17,nguni’t,ngunit,". Sibyla, nguni’t hindi siy"
elfili_sentences,11,27,nguni’t,ngunit,", nguni’t hindi pa "
elfili_sentences,11,58,nguni’t,ngunit,"ng itaya, nguni’t kami, mga"
elfili_sentences,11,69,Nguni’t,Ngunit,—Nguni’t ginoong S
elfili_sentences,11,80,Capitang,Kapitang, utos ang Capitang General n
elfili_sentences,11,112,Nguni’t,Ngunit,—Nguni’t may isang
elfili_sentences,11,124,Nguni’t,Ngunit,—Nguni’t wala akon
elfili_sentences,11,135,Nguni’t,Ngunit,—Nguni’t sa dahila
elfili_sentences,11,159,Nguni’t,Ngunit,—Nguni’t ¡kung ano
elfili_sentences,11,162,Nguni’t,Ngunit,—Nguni’t mga ginoo
elfili_sentences,11,165,Nguni’t,Ngunit,—Nguni’t maminsanm
elfili_sentences,11,173,Nguni’t,Ngunit,—Nguni’t aking Gen
elfili_sentences,11,179,Nguni’t,Ngunit,—Nguni’t unawain n
elfili_sentences,11,227,Nguni’t,Ngunit,—Nguni’t ang mga i
elfili_sentences,11,243,nguni’t,ngunit,"y na ito, nguni’t napakatan"
elfili_sentences,11,248,nguni’t,ngunit,"akala ko, nguni’t bukas ay "
elfili_sentences,11,251,nguni’t,ngunit," kapatid, nguni’t ayaw akon"
elfili_sentences,12,7,nguni’t,ngunit,na damit; nguni’t gayon man
elfili_sentences,12,36,nguni’t,ngunit, masungit nguni’t maganda.
elfili_sentences,12,38,Nguni’t,Ngunit,Nguni’t gayon man
elfili_sentences,12,60,nguni’t,ngunit,"yawan ko, nguni’t ibinigay "
elfili_sentences,12,110,Nguni’t,Ngunit,Nguni’t ibigay mo
elfili_sentences,12,121,Nguni’t,Ngunit,Nguni’t namatyag 
elfili_sentences,12,133,Nguni’t,Ngunit,Nguni’t sa di mab
elfili_sentences,12,144,nguni’t,ngunit,", kasama, nguni’t hindi ako"
elfili_sentences,12,149,nguni’t,ngunit," O Thoma, nguni’t naramdama"
elfili_sentences,12,158,Nguni’t,Ngunit,"—¡Nguni’t, hindi na"
elfili_sentences,12,163,Nguni’t,Ngunit,—Nguni’t hindi nam
elfili_sentences,12,172,nguni’t,ngunit,s na sana nguni’t naaalaala
elfili_sentences,13,7,nguni’t,ngunit,an mo ako nguni’t huwag sal
elfili_sentences,13,18,nguni’t,ngunit,ungkulin; nguni’t sa dahila
elfili_sentences,13,20,Nguni’t,Ngunit,Nguni’t balikan n
elfili_sentences,13,31,nguni’t,ngunit,tinuturo; nguni’t ang mga k
elfili_sentences,13,32,nguni’t,ngunit,Tomas—nguni’t ikinadada
elfili_sentences,13,66,nguni’t,ngunit,g tainga; nguni’t nakapigil
elfili_sentences,13,74,nguni’t,ngunit,"g isagot, nguni’t hindi mak"
elfili_sentences,13,82,nguni’t,ngunit,"a kaniya, nguni’t nang maki"
elfili_sentences,13,93,nguni’t,ngunit,"tumindig, nguni’t siniko mu"
elfili_sentences,13,121,nguni’t,ngunit,"anong ko, nguni’t yayamang "
elfili_sentences,13,150,Nguni’t,Ngunit,Nguni’t bibigyan 
elfili_sentences,13,187,Nguni’t,Ngunit,—Nguni’t Padre—ang
elfili_sentences,13,202,nguni’t,ngunit,"g ilagay, nguni’t wala po k"
elfili_sentences,13,216,nguni’t,ngunit,"g mga pe, nguni’t una muna "
elfili_sentences,13,217,nguni’t,ngunit," pumasok, nguni’t nangagsih"
elfili_sentences,13,218,nguni’t,ngunit,"a sarili, nguni’t sa isang "
elfili_sentences,14,4,nguni’t,ngunit," at silo, nguni’t ang mga l"
elfili_sentences,14,15,nguni’t,ngunit,nguni’t pag tumam
elfili_sentences,14,20,nguni’t,ngunit,"ng lisyon nguni’t, ang tuna"
elfili_sentences,14,32,nguni’t,ngunit,"mapayapa, nguni’t ang katun"
elfili_sentences,14,35,Nguni’t,Ngunit,Nguni’t ang ingay
elfili_sentences,14,54,Nguni’t,Ngunit,—¡Nguni’t p....!
elfili_sentences,14,56,nguni’t,ngunit,"kaprayle, nguni’t sa mga ga"
elfili_sentences,14,61,Nguni’t,Ngunit,Nguni’t turan nin
elfili_sentences,14,64,Nguni’t,Ngunit,Nguni’t hindi na 
elfili_sentences,14,69,Nguni’t,Ngunit,—¿Nguni’t saan mana
elfili_sentences,14,84,Nguni’t,Ngunit,—Nguni’t ¿saan man
elfili_sentences,14,96,nguni’t,ngunit,"agkukuro, nguni’t ibigay na"
elfili_sentences,14,99,Nguni’t,Ngunit,—¡Nguni’t p....!
elfili_sentences,14,108,nguni’t,ngunit,naiimbak; nguni’t inaakala 
elfili_sentences,14,116,nguni’t,ngunit,"g mabuti, nguni’t isang pal"
elfili_sentences,14,123,nguni’t,ngunit,ikatututo nguni’t pinipigil
elfili_sentences,14,131,nguni’t,ngunit,"Sandoval, nguni’t sa katala"
elfili_sentences,14,137,nguni’t,ngunit,a España; nguni’t sa dahila
elfili_sentences,14,159,nguni’t,ngunit,l ng isa—¿nguni’t ano ang i
elfili_sentences,14,168,Nguni’t,Ngunit,—Nguni’t ang Lupon
elfili_sentences,14,176,nguni’t,ngunit,"P. Irene, nguni’t sinabi sa"
elfili_sentences,14,194,nguni’t,ngunit, ng usap; nguni’t si Isagan
elfili_sentences,14,198,Nguni’t,Ngunit,Nguni’t ¿papaano 
elfili_sentences,15,2,nguni’t,ngunit,"naroroon, nguni’t dumating "
elfili_sentences,15,9,nguni’t,ngunit,nata!.... nguni’t umupo kay
elfili_sentences,15,13,Capitang,Kapitang,"a prayle, Capitang General, "
elfili_sentences,15,13,nguni’t,ngunit,"ang iyon, nguni’t ng maramd"
elfili_sentences,15,16,Nguni’t,Ngunit,"Nguni’t ituloy, i"
elfili_sentences,15,19,Nguni’t,Ngunit,Nguni’t may takda
elfili_sentences,15,42,Nguni’t,Ngunit,—Nguni’t sa dahila
elfili_sentences,15,60,nguni’t,ngunit,"na umuwi, nguni’t gayon man"
elfili_sentences,15,62,nguni’t,ngunit,n ang.... nguni’t mayroon d
elfili_sentences,15,66,nguni’t,ngunit,bihin.... nguni’t ¿nasaan k
elfili_sentences,15,69,nguni’t,ngunit," sabihin, nguni’t nakalimut"
elfili_sentences,15,74,nguni’t,ngunit,"’y gayon, nguni’t hindi sa "
elfili_sentences,15,87,Nguni’t,Ngunit,—¿Nguni’t ilan na s
elfili_sentences,15,95,nguni’t,ngunit," panahon, nguni’t tumugon:"
elfili_sentences,15,96,nguni’t,ngunit,"t mediko, nguni’t hindi ko "
elfili_sentences,15,96,nguni’t,ngunit,a kanila; nguni’t kung mara
elfili_sentences,16,39,nguni’t,ngunit, Timoteo—¡nguni’t ang nagug
elfili_sentences,16,60,nguni’t,ngunit,"a España, nguni’t doo’y nau"
elfili_sentences,16,62,nguni’t,ngunit,"ang yuko, nguni’t pinutol n"
elfili_sentences,16,76,nguni’t,ngunit,"gtawanan, nguni’t nagpigil "
elfili_sentences,16,80,nguni’t,ngunit,maibigan; nguni’t ang babai
elfili_sentences,16,105,nguni’t,ngunit," Quiroga, nguni’t nabalik n"
elfili_sentences,16,109,Nguni’t,Ngunit,Nguni’t ang lahat
elfili_sentences,16,112,nguni’t,ngunit,ng tango; nguni’t kailangan
elfili_sentences,16,120,nguni’t,ngunit,"o ng iba, nguni’t kailangan"
elfili_sentences,16,122,nguni’t,ngunit, Quiroga—¿nguni’t huli ba m
elfili_sentences,16,135,nguni’t,ngunit,g sapatos—nguni’t sa dahila
elfili_sentences,16,141,Nguni’t,Ngunit,—Nguni’t unawain n
elfili_sentences,16,141,nguni’t,ngunit,"ng bayan, nguni’t hindi ang"
elfili_sentences,16,148,Nguni’t,Ngunit,—Nguni’t anak ko—a
elfili_sentences,16,151,nguni’t,ngunit," marahil, nguni’t ang katun"
elfili_sentences,16,168,Nguni’t,Ngunit,"—Nguni’t, Padre, s"
elfili_sentences,16,173,Nguni’t,Ngunit,—Nguni’t makingig 
elfili_sentences,16,177,Nguni’t,Ngunit,Nguni’t ang sanhi
elfili_sentences,16,180,Nguni’t,Ngunit,—Nguni’t anong sal
elfili_sentences,16,184,nguni’t,ngunit,"inanggap, nguni’t si P. Sal"
elfili_sentences,17,12,nguni’t,ngunit,"P. Salvi, nguni’t hindi niy"
elfili_sentences,17,58,Nguni’t,Ngunit,—Nguni’t ¡puñales!
elfili_sentences,17,67,nguni’t,ngunit,"alinuhan, nguni’t ang pagga"
elfili_sentences,17,68,nguni’t,ngunit," Quiroga, nguni’t kung pagw"
elfili_sentences,18,17,nguni’t,ngunit,"paningin, nguni’t sa dahila"
elfili_sentences,18,20,nguni’t,ngunit,merikano;—nguni’t huwag po 
elfili_sentences,18,52,nguni’t,ngunit,nak hari; nguni’t gaano ang
elfili_sentences,18,65,nguni’t,ngunit,"an ninyo, nguni’t ipinamama"
elfili_sentences,18,94,nguni’t,ngunit, sa daan; nguni’t ang lahat
elfili_sentences,18,119,nguni’t,ngunit,y malalim nguni’t nagbabala
elfili_sentences,18,130,nguni’t,ngunit,"lang noo, nguni’t walang na"
elfili_sentences,18,178,nguni’t,ngunit, palabas; nguni’t wala na s
elfili_sentences,19,2,nguni’t,ngunit,"agagalit, nguni’t pag namuh"
elfili_sentences,19,13,nguni’t,ngunit,"ang daan, nguni’t ang mga c"
elfili_sentences,19,20,Nguni’t,Ngunit,Nguni’t hindi hin
elfili_sentences,19,27,Nguni’t,Ngunit,Nguni’t nang maki
elfili_sentences,19,43,nguni’t,ngunit,uropa.... nguni’t dapat tay
elfili_sentences,19,50,Nguni’t,Ngunit,Nguni’t dapat na 
elfili_sentences,19,56,Nguni’t,Ngunit,Nguni’t siya’y in
elfili_sentences,19,150,nguni’t,ngunit,"ngatawan, nguni’t nagawa ng"
