token,frequency,capitalized_count,lowercase_count,sample_contexts
Kinabutasan,1,1,0,"['88: —Tumingin kayo roon—ang sabing marahan, matapos na maunawang walang ibang tao:—alinsunod sa Cabo na nangulo sa pag-uusig, ng makita ni Ibarra na siya’y nakukulong, ay lumunsad sa bangka, sa malapit sa Kinabutasan at sa kasisisid ay linangoy ang habang may dalawang milla, na hinahabol siya ng punlo kailan ma’t ilalabas ang ulo sa tubig upang huminga.']"
kasisisid,1,0,1,"['88: —Tumingin kayo roon—ang sabing marahan, matapos na maunawang walang ibang tao:—alinsunod sa Cabo na nangulo sa pag-uusig, ng makita ni Ibarra na siya’y nakukulong, ay lumunsad sa bangka, sa malapit sa Kinabutasan at sa kasisisid ay linangoy ang habang may dalawang milla, na hinahabol siya ng punlo kailan ma’t ilalabas ang ulo sa tubig upang huminga.']"
linangoy,1,0,1,"['88: —Tumingin kayo roon—ang sabing marahan, matapos na maunawang walang ibang tao:—alinsunod sa Cabo na nangulo sa pag-uusig, ng makita ni Ibarra na siya’y nakukulong, ay lumunsad sa bangka, sa malapit sa Kinabutasan at sa kasisisid ay linangoy ang habang may dalawang milla, na hinahabol siya ng punlo kailan ma’t ilalabas ang ulo sa tubig upang huminga.']"
habang,2,0,2,"['88: —Tumingin kayo roon—ang sabing marahan, matapos na maunawang walang ibang tao:—alinsunod sa Cabo na nangulo sa pag-uusig, ng makita ni Ibarra na siya’y nakukulong, ay lumunsad sa bangka, sa malapit sa Kinabutasan at sa kasisisid ay linangoy ang habang may dalawang milla, na hinahabol siya ng punlo kailan ma’t ilalabas ang ulo sa tubig upang huminga.', '107: Makaraan ang isang oras, ay nagpaalam na si Isagani sa mag-aanak upang manirahan na sa habang buhay sa piling ng kaniyang amain.']"
milla,1,0,1,"['88: —Tumingin kayo roon—ang sabing marahan, matapos na maunawang walang ibang tao:—alinsunod sa Cabo na nangulo sa pag-uusig, ng makita ni Ibarra na siya’y nakukulong, ay lumunsad sa bangka, sa malapit sa Kinabutasan at sa kasisisid ay linangoy ang habang may dalawang milla, na hinahabol siya ng punlo kailan ma’t ilalabas ang ulo sa tubig upang huminga.']"
hinahabol,2,0,2,"['88: —Tumingin kayo roon—ang sabing marahan, matapos na maunawang walang ibang tao:—alinsunod sa Cabo na nangulo sa pag-uusig, ng makita ni Ibarra na siya’y nakukulong, ay lumunsad sa bangka, sa malapit sa Kinabutasan at sa kasisisid ay linangoy ang habang may dalawang milla, na hinahabol siya ng punlo kailan ma’t ilalabas ang ulo sa tubig upang huminga.', '89: Ika walo pa lamang ng gabi’y bahagya nang makakita ng mangisangisang naglalakad; maminsan minsan ay nakakadingig ng takbo ng isang kabayo na ang tagiliran ay napapalong malakas ng isang sable, pagkatapos ay pasuwit ng mga tanod, mga sasakyang matutulin ang takbo na waring hinahabol ng kawan ng mga pilibustero.']"
punlo,11,0,11,"['88: —Tumingin kayo roon—ang sabing marahan, matapos na maunawang walang ibang tao:—alinsunod sa Cabo na nangulo sa pag-uusig, ng makita ni Ibarra na siya’y nakukulong, ay lumunsad sa bangka, sa malapit sa Kinabutasan at sa kasisisid ay linangoy ang habang may dalawang milla, na hinahabol siya ng punlo kailan ma’t ilalabas ang ulo sa tubig upang huminga.', '77: Gayon man ay patuloy din siya sa paghahabol, linalagyan ng punlo ang kaniyang baril at mahinahong liniligid ang kaniyang lupain.', '119: Sa kaniyang mesa ay mayroon siyang isang rebolber na walang punlo na hindi niya hinihipo kailan man kundi lilingon munang nakapikit ang mata.']"
ilalabas,1,0,1,"['88: —Tumingin kayo roon—ang sabing marahan, matapos na maunawang walang ibang tao:—alinsunod sa Cabo na nangulo sa pag-uusig, ng makita ni Ibarra na siya’y nakukulong, ay lumunsad sa bangka, sa malapit sa Kinabutasan at sa kasisisid ay linangoy ang habang may dalawang milla, na hinahabol siya ng punlo kailan ma’t ilalabas ang ulo sa tubig upang huminga.']"
huminga,3,0,3,"['88: —Tumingin kayo roon—ang sabing marahan, matapos na maunawang walang ibang tao:—alinsunod sa Cabo na nangulo sa pag-uusig, ng makita ni Ibarra na siya’y nakukulong, ay lumunsad sa bangka, sa malapit sa Kinabutasan at sa kasisisid ay linangoy ang habang may dalawang milla, na hinahabol siya ng punlo kailan ma’t ilalabas ang ulo sa tubig upang huminga.', '66: Ang kabulaanan, na tinuran ng buong pananalig at walang kabirobiro ay untiunting nagtagumpay, kaya’t nang idaan ang kaha ay walang isa mang nangahas na huminga.', '31: Si Basilio ay huminga.']"
malayolayo,3,0,3,"['89: Sa dako pa roon ay hindi na siya nakita, at sa malayolayo pa, sa may pangpang, ay nakakita ng wari’y kulay dugo.', '18: Ang nasa malayolayo pa, yaong kung tumingin ay pairap at hindi husay ang bigote ay siyang kawaning kinikilalang lalong karapatdapat sapagka’t nagkaroon ng katapangang magsalita ng laban sa pangangalakal ng mga billete sa loteria na ginagawa ni Quiroga at ng isang babaeng bantog sa mga lipunan sa Maynila.', '65: Sa mga dating pulupulutong na masasaya at maiingay ay daladalawang Guardia Veterana ang kaniyang nakita sa mga banketa na nangag-aaboy sa mga nag-aaral na lumalabas sa Unibersidad, na ang ilan ay walang kakibokibo, malalamlam ang mukha, ang iba’y galit na nangagsisitayo sa dakong malayolayo o nangagsisiuwi sa kanikanilang mga bahay.']"
dugo,29,0,29,"['89: Sa dako pa roon ay hindi na siya nakita, at sa malayolayo pa, sa may pangpang, ay nakakita ng wari’y kulay dugo.', '45: Bugnot na sa mga pagbabala ng prayle na nag-aakalang papaghariin ang kaniyang mga karapatan sa lahat ng paraan, sa harap ng ibang naninirahan doon ay nagmatigas si kabesang Tales, ayaw magbayad, ni isa mang kualta, at dala rin sa harap ang mapulang ulap, ay sinabing ipagkakaloob lamang niya ang kaniyang mga bukirin sa dumilig muna doon ng dugo ng kaniyang mga ugat.', '75: Diligin muna sila ng dugo ng nagnanasa at ilibing sa kanila ang asawa’t anak.']"
ikalabing,2,0,2,"['90: At ngayon ang ikalabing tatlong taon ng pangyayari, na walang kulang at labis na araw.', '94: Sa loob ng ikalabing limang araw ay pista ng propesor sa Historia Natural....']"
kulang,15,0,15,"['90: At ngayon ang ikalabing tatlong taon ng pangyayari, na walang kulang at labis na araw.', '120: Madaling ipinagbili ang mga suklay, hikaw at kuwintas ni Huli sa isang mayamang kapitbahay at dinagdagan pa ng limang pung piso; kulang pa rin ng dalawang daan at limang pu.', '50: ¡Ah, ang kabataang kailan ma’y mapangarap at kulang sa pagkakilala sa mga bagay-bagay, laging kasunod ng mga paroparo at mga bulaklak!']"
labis,8,0,8,"['90: At ngayon ang ikalabing tatlong taon ng pangyayari, na walang kulang at labis na araw.', '63: Tingnan mo; mula rito hanggang doon, isasaulo, walang labis walang kulang.... tatalunan ang kaputol na ito at ito ang isusunod.', '175: At ¡labis na tinamo ang ninanasa!']"
nakisama,2,0,2,"['93: —Ay nakisama sa bangkay ng kaniyang ama,—ang sagot ni Padre Sibyla;—¿hindi ba isa ring pilibustero, Padre Salvi?', '4: Ang kaniyang anak na si Tales (palayaw ng Telesforo) ay nakisama muna sa isang namumuhunan; ngunit ng malaunan, ng magkaroon ng dalawang kalabaw at mga ilang daang piso, ay gumawa na sa sarili, na katulong ang kaniyang ama, ang kaniyang asawa at ang kaniyang tatlong anak.']"
ama,35,0,35,"['93: —Ay nakisama sa bangkay ng kaniyang ama,—ang sagot ni Padre Sibyla;—¿hindi ba isa ring pilibustero, Padre Salvi?', '4: Ang kaniyang anak na si Tales (palayaw ng Telesforo) ay nakisama muna sa isang namumuhunan; ngunit ng malaunan, ng magkaroon ng dalawang kalabaw at mga ilang daang piso, ay gumawa na sa sarili, na katulong ang kaniyang ama, ang kaniyang asawa at ang kaniyang tatlong anak.', '21: Nang taong yaon ay naganap ang kanilang pangarap: manirahan sa bayan, sa kanilang bahay na tabla sa nayon ng Sapang, at inisip ng ama at ng nuno ang papag-aralin ang dalawang magkapatid, lalonglalo na ang babae, si Juliana o Huli, gaya ng kanilang tawag, na magiging maganda sa wari.']"
pilibustero,11,0,11,"['93: —Ay nakisama sa bangkay ng kaniyang ama,—ang sagot ni Padre Sibyla;—¿hindi ba isa ring pilibustero, Padre Salvi?', '96: —Lagi ng sinasabisabi ko, na pilibustero ang mga hindi bumabayad ng maringal na libing—ang sagot na tumatawa ng tinukoy.', '43: —Nagiging pilibustero kayo—ang sabi.']"
murang,4,0,4,"['94: —Iyan ang mga murang libing, Padre Camorra, ¿ano?', '42: —Mangyayari ding mabili ninyo ng murang mura ang kanilang mga bahay....', '20: —Binili sana ninyo ang kay kapitang Tiago, na murang murang nakuha ni Ginoong Pelaez!']"
libing,6,0,6,"['94: —Iyan ang mga murang libing, Padre Camorra, ¿ano?', '96: —Lagi ng sinasabisabi ko, na pilibustero ang mga hindi bumabayad ng maringal na libing—ang sagot na tumatawa ng tinukoy.', '84: —¡Namatay ang isa nating mangsasaka, ang matandang bantay sa gubat, at hindi pumayag ang kura na malibing ng libing mahirap, sapagka’t mayaman daw ang panginoon!']"
Lagi,1,1,0,"['96: —Lagi ng sinasabisabi ko, na pilibustero ang mga hindi bumabayad ng maringal na libing—ang sagot na tumatawa ng tinukoy.']"
sinasabisabi,3,0,3,"['96: —Lagi ng sinasabisabi ko, na pilibustero ang mga hindi bumabayad ng maringal na libing—ang sagot na tumatawa ng tinukoy.', '58: Sa mga araw na hindi siya naglalakbay, ay dinadaan niya sa paglilibot sa kaniyang bukirin na dala ang isang baril, sinasabisabi niyang ang mga tulisan ay nangloloob at nangangailangang magtanggol siya upang huwag mahulog sa kanilang mga kamay at matalo ang usap.', '3: Ang malaking bahagi ng kaniyang naimpok ay iniukol niya sa itutubos kay Huli at upang madulutan ito ng isang dampa na mapamamahayang kasama ng nuno, at hindi siya makapangahas na lumapit kay kapitang Tiago, sa pangingilag na baka masapantahang ang gayon ay isang pauna sa mamanahing sinasabisabi sa kaniya.']"
bumabayad,2,0,2,"['96: —Lagi ng sinasabisabi ko, na pilibustero ang mga hindi bumabayad ng maringal na libing—ang sagot na tumatawa ng tinukoy.', '57: , ang mga kuadrilyero ay matuling nangagsipanandata upang pasimulan ang paghahamok ng magkakababayan, ang mga kura ay galak na galak, ang mga kastila’y nasasayahan at ang lahat ng ito’y pinagkakakitaan ng salapi, hanggang sa pinigil ng General ang kaguluhan sa pamagitan ng pag-uutos na sila’y mangag-upuang kagaya ng intsik, sa dahilang ang mga ito’y siyang bumabayad ng lalong malaki, kahit hindi siyang lalong katoliko.']"
tinukoy,10,0,10,"['96: —Lagi ng sinasabisabi ko, na pilibustero ang mga hindi bumabayad ng maringal na libing—ang sagot na tumatawa ng tinukoy.', '18: Itong ali—ang sabing tinukoy si Sinang—ay brilyante marahil ang ibig......', '104: At sa dahilang walang humahadlang sa kaniya, ay sumigabo ng sumigabo ang kalooban hanggang sa tinukoy na ang sasapitin ng Pilipinas.']"
makitang,30,0,30,"['98: —ang tanong ni Ben-Zayb nang makitang ang mag-aalahas ay nakatigil at nag-iisip—¿Nahihilo baga kayo, kayong mapaglakbay, sa isang patak na tubig na kagaya nito?', '57: At siya’y napamangha nang makitang kausap ni kapitang Basilio, ng Kura at ng alperes ng guardia sibil ang mag-aalahas na si Simoun na may salaming asul sa mata at kilos malaya ring gaya ng dati.', '37: Ngunit tumiwasay siya sa huli, ng makitang sa tatlo o apat na raang kasama niya ay may apat na pu lamang ang natatanong sapagka’t napuna sila ng paring nagtuturo dahil sa kiyas, o kaya’y dahil sa isang kalikutan, o kaya’y dahil sa kinalugdan, o kaya’y dahil sa iba pang sanhi.']"
nakatigil,1,0,1,"['98: —ang tanong ni Ben-Zayb nang makitang ang mag-aalahas ay nakatigil at nag-iisip—¿Nahihilo baga kayo, kayong mapaglakbay, sa isang patak na tubig na kagaya nito?']"
Nahihilo,1,1,0,"['98: —ang tanong ni Ben-Zayb nang makitang ang mag-aalahas ay nakatigil at nag-iisip—¿Nahihilo baga kayo, kayong mapaglakbay, sa isang patak na tubig na kagaya nito?']"
mapaglakbay,1,0,1,"['98: —ang tanong ni Ben-Zayb nang makitang ang mag-aalahas ay nakatigil at nag-iisip—¿Nahihilo baga kayo, kayong mapaglakbay, sa isang patak na tubig na kagaya nito?']"
patak,12,0,12,"['98: —ang tanong ni Ben-Zayb nang makitang ang mag-aalahas ay nakatigil at nag-iisip—¿Nahihilo baga kayo, kayong mapaglakbay, sa isang patak na tubig na kagaya nito?', '99: —Ang masasabi ko sa inyo,—ang sagot ng Kapitan na nagkaroon na ng giliw sa mga pook na iyon;—huwag ninyong panganlan ito ng patak na tubig: ito’y malaki sa alin man sa mga lawa sa Suisa at malaki pa kahit pagpisanin ang lahat ng lawa sa España; nakakita ako ng matatandang mangdaragat na nangaliyo rito.', '87: May ilang araw na hindi binati ng nuno ang ama, si Huli ay nagkasakit, ngunit hindi tumulo ang isa mang patak na luha ni kabesang Tales; dalawang araw na hindi umalis sa bahay, na waring nangangamba sa pagsisi ng kaniyang mga kanayon; natatakot tawaging siyang pumatay sa kaniyang anak.']"
giliw,4,0,4,"['99: —Ang masasabi ko sa inyo,—ang sagot ng Kapitan na nagkaroon na ng giliw sa mga pook na iyon;—huwag ninyong panganlan ito ng patak na tubig: ito’y malaki sa alin man sa mga lawa sa Suisa at malaki pa kahit pagpisanin ang lahat ng lawa sa España; nakakita ako ng matatandang mangdaragat na nangaliyo rito.', '36: Si Isagani’y sinalubong ng buong giliw, na gaya rin ng taga Españang si Sandoval, na kawaning dumating sa Maynila at tinatapos ang kaniyang pag-aaral, na kaisang lubos sa mga hangarin ng mga nag-aaral na pilipino.', '112: At hindi na naalaala ang pag-aaral, at ang tingin ay sa malayo, ay iniisip-isip ang kapalaran ng dalawang iyon: ang isa’y binata, mayaman, bihasa, malaya, nakapagpapasiya sa sariling kabuhayan, may magandang kinabukasan, at ang babae’y kasingganda ng isang pangarap, malinis, lipus pananalig at walang kamalayan sa lakad ng kamunduhan, nakakandong sa mga giliw at ngiti, nalalaan sa isang maligayang pamumuhay, na sambahin ng kaniyang mga kaanak at igagalang sa mundo, ngunit gayon man, ang dalawang iyon na lipus ng pag-ibig, puno ng mga adhika’t pag-asa, dahil sa isang sawing kapalaran, ang lalaki’y naglalagalag sa buong lupalop na tangay ng ipo-ipong dugo at luha, naghahasik ng kasamaan at hindi kabutihan, inaapi ang kabaitan, at inaayo ang masamang hilig, samantalang ang babae ay naghihingalo sa dilim na mahiwaga ng claustro na kaniyang pinasukan sa paghanap ng kapayapaan, ngunit mga pagbabata marahil ang natagpo; malinis at walang bahid dungis nang siya’y pumasok at naghingalo siya roong wari’y bulaklak na lugas....']"
pook,34,0,34,"['99: —Ang masasabi ko sa inyo,—ang sagot ng Kapitan na nagkaroon na ng giliw sa mga pook na iyon;—huwag ninyong panganlan ito ng patak na tubig: ito’y malaki sa alin man sa mga lawa sa Suisa at malaki pa kahit pagpisanin ang lahat ng lawa sa España; nakakita ako ng matatandang mangdaragat na nangaliyo rito.', '102: Sa dahilang ang bukid ay malayo sa pook ng mga bahay, kahit na may palakol si kabesang Tales ay nabihag ng mga tulisan, na may mga rebolber at baril.', '74: ,—ang sabi sa sarili ni Basilio—sa lahat ng pook ay nakapangangalakal....']"
panganlan,1,0,1,"['99: —Ang masasabi ko sa inyo,—ang sagot ng Kapitan na nagkaroon na ng giliw sa mga pook na iyon;—huwag ninyong panganlan ito ng patak na tubig: ito’y malaki sa alin man sa mga lawa sa Suisa at malaki pa kahit pagpisanin ang lahat ng lawa sa España; nakakita ako ng matatandang mangdaragat na nangaliyo rito.']"
Suisa,1,1,0,"['99: —Ang masasabi ko sa inyo,—ang sagot ng Kapitan na nagkaroon na ng giliw sa mga pook na iyon;—huwag ninyong panganlan ito ng patak na tubig: ito’y malaki sa alin man sa mga lawa sa Suisa at malaki pa kahit pagpisanin ang lahat ng lawa sa España; nakakita ako ng matatandang mangdaragat na nangaliyo rito.']"
pagpisanin,1,0,1,"['99: —Ang masasabi ko sa inyo,—ang sagot ng Kapitan na nagkaroon na ng giliw sa mga pook na iyon;—huwag ninyong panganlan ito ng patak na tubig: ito’y malaki sa alin man sa mga lawa sa Suisa at malaki pa kahit pagpisanin ang lahat ng lawa sa España; nakakita ako ng matatandang mangdaragat na nangaliyo rito.']"
España,61,61,0,"['99: —Ang masasabi ko sa inyo,—ang sagot ng Kapitan na nagkaroon na ng giliw sa mga pook na iyon;—huwag ninyong panganlan ito ng patak na tubig: ito’y malaki sa alin man sa mga lawa sa Suisa at malaki pa kahit pagpisanin ang lahat ng lawa sa España; nakakita ako ng matatandang mangdaragat na nangaliyo rito.', '51: Nangagsapisapi kayo upang sa inyong lakas ay mapagtali ninyo ng taling pulos na bulaklak, ang inyong bayan at ang España, gayong ang tunay ninyong ginagawa ay ang pagyari ng tanikalang matigas pa kay sa diamante.', '156: At sa ganyan ay naliliwanagan na kung bakit ang ilang yumaman dito, mula sa mga matataas na katungkulang ginanap, ay pawang pag-alimura at pag-alipusta ang ipinatutunkol sa kanilang pinahirapan, pagbalik sa España.']"
mangdaragat,3,0,3,"['99: —Ang masasabi ko sa inyo,—ang sagot ng Kapitan na nagkaroon na ng giliw sa mga pook na iyon;—huwag ninyong panganlan ito ng patak na tubig: ito’y malaki sa alin man sa mga lawa sa Suisa at malaki pa kahit pagpisanin ang lahat ng lawa sa España; nakakita ako ng matatandang mangdaragat na nangaliyo rito.', '66: Inabot siya ng gabi sa paglilibot sa S. Fernando, at sa dahilang hindi makatagpo ng isang kaibigang mangdaragat ay nagpatuloy nang umuwi.', '90: Si Serpolette ay nalilibid ng dalawang makiyas na opisial, ng isang mangdaragat at ng isang abogado, nang makitang susuboksubok at pumapasok sa lahat ng pook at mga puwang ang isang mahabang ilong na waring sa tulong noon ay sinisiyasat ang mga kababalaghan ng palabasan.']"
nangaliyo,1,0,1,"['99: —Ang masasabi ko sa inyo,—ang sagot ng Kapitan na nagkaroon na ng giliw sa mga pook na iyon;—huwag ninyong panganlan ito ng patak na tubig: ito’y malaki sa alin man sa mga lawa sa Suisa at malaki pa kahit pagpisanin ang lahat ng lawa sa España; nakakita ako ng matatandang mangdaragat na nangaliyo rito.']"
nakabasa,4,0,4,"['1: Ang mga nakabasa ng unang bahagi ng kabuhayang ito, ay maaalaala marahil ang isang matandang magkakahoy na naninirahan doon sa kalookan ng isang gubat.', '27: Ang mabuting ginoo natin, kahit na nakabasa ng maraming kasulatan na ukol sa matatandang kapanahunan ay hindi pa nakakikita ng mga bagay bagay ng panahong iyon dahil sa walang museo dito sa Pilipinas.', '61: Ang bumigkas ay isang militar na nakabasa ng kasaysayan ng buhay ni Napoleon.']"
kabuhayang,6,0,6,"['1: Ang mga nakabasa ng unang bahagi ng kabuhayang ito, ay maaalaala marahil ang isang matandang magkakahoy na naninirahan doon sa kalookan ng isang gubat.', '161: —ang patuloy ni Simoun na pakutyang ginayahan ang pag-bigkas ni Basilio ng mga salita—¡Kay inam na kinabukasan ang inihahanda ninyo sa kanila, at pasasalamatan sa inyo ang isang kabuhayang pawang pangangayupapa at paghihirap!', '229: Pagkaalam ng wikang kastila ay nagiging kalaban ng Dios at ng España.... basahin ninyo ang kabuhayang “Tandang Basio Makunat” at kung hindi gayon; ¡iyan ang aklat!']"
maaalaala,2,0,2,"['1: Ang mga nakabasa ng unang bahagi ng kabuhayang ito, ay maaalaala marahil ang isang matandang magkakahoy na naninirahan doon sa kalookan ng isang gubat.', '112: ¡Maniwala kayo sa akin, ako’y maaalaala din ninyo at sasabihin ninyong may katwiran ako pag kayo’y nagkaroon na ng ubang kagaya ko, mga ubang kagaya nito!']"
magkakahoy,1,0,1,"['1: Ang mga nakabasa ng unang bahagi ng kabuhayang ito, ay maaalaala marahil ang isang matandang magkakahoy na naninirahan doon sa kalookan ng isang gubat.']"
kalookan,3,0,3,"['1: Ang mga nakabasa ng unang bahagi ng kabuhayang ito, ay maaalaala marahil ang isang matandang magkakahoy na naninirahan doon sa kalookan ng isang gubat.', '119: —Ako’y si Imuthis—ang sagot ng ulo na ang boses ay malalim ngunit nagbabala mandin—ipinanganak ako ng kapanahunan ni Amasis at ako’y pinatay nang kasalukuyang nakasasakop ang mga persa, samantalang si Cambises ay papauwing galing sa sinamang pagsalakay sa kalookan ng Lybia.', '81: Datapwa’y nakita kita, kita’y inibig, at sa pagpapahingang ito sa pag-aaral ay waring may isang bagay na wala sa akin ng ako’y naroon, ang kagubatan ay madilim, malungkot ang ilog na umaagos sa kagubatan, ang dagat ay nakaiinip, ang abot ng malas sa dakong kalookan ay walang anomang bagay....']"
gubat,18,0,18,"['1: Ang mga nakabasa ng unang bahagi ng kabuhayang ito, ay maaalaala marahil ang isang matandang magkakahoy na naninirahan doon sa kalookan ng isang gubat.', '5: Hinawan nga at lininis ang makapal na gubat na nasa labasan ng bayan na inakala nilang walang may-ari.', '7: Ang bagay na iyon na sadyang ibinibigay ng pagkakabungkal ng lupa na sagana sa sarisaring bagay, ay inakala nilang higanti ng mga laman-lupang naninirahan sa gubat, kaya’t kinalamay nila ang kanilang loob at ipinagpatuloy ang gawain sa pag-asang lumipas na ang pagkamuhi ng espiritu.']"
Tandang,4,4,0,"['2: Si Tandang Selo ay buhay pa at kahit ang kaniyang buhok ay pumuti na ay mabuti rin ang kaniyang katawan.', '29: At sa pag-aakalang inililigtas niya si Huli ay ipinag-uutos dito na basahing muli’t muli ang aklat ni Tandang Basio Makunat at pinapaparoon sa bahay-pari upang makipagkita sa kura, na kagaya ng babaeng pinakakapuri ng prayleng kumatha.', '229: Pagkaalam ng wikang kastila ay nagiging kalaban ng Dios at ng España.... basahin ninyo ang kabuhayang “Tandang Basio Makunat” at kung hindi gayon; ¡iyan ang aklat!']"
Selo,17,17,0,"['2: Si Tandang Selo ay buhay pa at kahit ang kaniyang buhok ay pumuti na ay mabuti rin ang kaniyang katawan.', '11: At saka sinabi sa kanya ni tandang Selo, na:', '20: Ibilang mong lumaki ang buwaya,—ang payo ni matandang Selo.']"
pumuti,2,0,2,"['2: Si Tandang Selo ay buhay pa at kahit ang kaniyang buhok ay pumuti na ay mabuti rin ang kaniyang katawan.', '11: Yaon din ang taong may labing tatlong taon nang humukay doon ng paglilibingan sa kaniyang ina, tumanda nga lamang; ang buhok ay pumuti at nagkaroon ng bigote at balbas, ngunit ang paningin ay hindi nagbabago, yaon din ang dating anyong malungkot, yaon din ang ulap ng noo, ang malakas na bisig ay yaon din, tuyo nga lamang ng kaunti, yaon ding kaloobang masulak.']"
nanghuhuli,1,0,1,['3: Hindi na nanghuhuli sa bitag at hindi na rin nagpuputol ng kahoy; sa dahilang bumuti na ang kabuhayan ay naggagawa na lamang ng walis.']
bitag,1,0,1,['3: Hindi na nanghuhuli sa bitag at hindi na rin nagpuputol ng kahoy; sa dahilang bumuti na ang kabuhayan ay naggagawa na lamang ng walis.']
nagpuputol,2,0,2,"['3: Hindi na nanghuhuli sa bitag at hindi na rin nagpuputol ng kahoy; sa dahilang bumuti na ang kabuhayan ay naggagawa na lamang ng walis.', '64: nakikita niyang siya, na suot ang damit sa paggawa, ay nagpuputol ng mga hita’t nag-aalis ng mga punlo.']"
bumuti,3,0,3,"['3: Hindi na nanghuhuli sa bitag at hindi na rin nagpuputol ng kahoy; sa dahilang bumuti na ang kabuhayan ay naggagawa na lamang ng walis.', '66: ¿Ano ang wiwikain natin kung ang nagdadala ng pagkain sa mga bilangguan, matapos na makuha sa pailalim na paraan ang kasunduang pagpapakain, ay bayaang manglambot ang kaniyang mga bilanggo sa kakulangan sa dugo, dahil sa ang ibinibigay na pagkain ay lahat noong lipas at laos, at pagkatapos ay magdahilang sabihin na hindi nababagay na magkaroon ng mabuting katawan ang mga bilanggo, sapagka’t ang mabuting katawan ay nagdudulot ng masasayang kaisipan, sa dahilang ang katuwaan ay nagpapabuti sa tao, at ang tao’y hindi dapat bumuti, sapagka’t naaayon sa hangad ng nagpapakain ang magkaroon ng maraming nagkakasala?', '72: Ito’y kagaya noong ayaw palusugin ang katawan ng bilanggo upang huwag bumuti at makaalis sa bilangguan.']"
naggagawa,1,0,1,['3: Hindi na nanghuhuli sa bitag at hindi na rin nagpuputol ng kahoy; sa dahilang bumuti na ang kabuhayan ay naggagawa na lamang ng walis.']
walis,2,0,2,"['3: Hindi na nanghuhuli sa bitag at hindi na rin nagpuputol ng kahoy; sa dahilang bumuti na ang kabuhayan ay naggagawa na lamang ng walis.', '99: Ang matanda naman ay hindi matumpak kung minsan sa pagyari ng buklod ng walis at nasasabisabing pagbabalikan ang gubat.']"
Tales,62,62,0,"['4: Ang kaniyang anak na si Tales (palayaw ng Telesforo) ay nakisama muna sa isang namumuhunan; ngunit ng malaunan, ng magkaroon ng dalawang kalabaw at mga ilang daang piso, ay gumawa na sa sarili, na katulong ang kaniyang ama, ang kaniyang asawa at ang kaniyang tatlong anak.', '10: Si Tales, na mabait sa dilang mabait, ayaw sa usapin na gaya ng iba at masunurin sa mga prayle gaya ng ilan, sa pag-iwas na ibunggo ang isang palyok sa isang kawali, gaya ng sabi niya, (sa ganang kanya’y kasangkapang bakal ang mga prayle at siya’y kasankapang putik), ay umalinsunod sa kahilingan, dahil sa naisip niyang siya’y hindi marunong ng wikang kastila at walang maibabayad sa mga tagapagtanggol.', '17: Ang ani ay naging masagana, nabili sa mabuting halaga, at inisip ni Tales ang magtayo ng isang bahay na tabla sa nayon ng Sapang, ng bayang Tiani, na kalapit ng San Diego.']"
palayaw,4,0,4,"['4: Ang kaniyang anak na si Tales (palayaw ng Telesforo) ay nakisama muna sa isang namumuhunan; ngunit ng malaunan, ng magkaroon ng dalawang kalabaw at mga ilang daang piso, ay gumawa na sa sarili, na katulong ang kaniyang ama, ang kaniyang asawa at ang kaniyang tatlong anak.', '17: Gayon di’y naging kagawad ng Junta Central sa pagbabakuna, na binubuo ng tatlong manggagamot at pitong walang pagkabatid sa bagay na iyon, na sa mga ito’y isa ang arsobispo at ang tatlo’y mga provincial: nakakapatid sa mga cofradia at archicofradia, at, gaya ng naunawa na natin, ay kagawad na magpapalagay sa Kataastaasang Lupon ng Paaralang bayan na hindi laging kumikilos, mga sanhing higit na sa kailangan upang balutin siya ng mga pamahayagan ng mga palayaw, kailan ma’t naglalakbay o nagbabahin.', '12: Ang gayong karaming pagkahabag ay naging sanhi upang bigyan ang General ng palayaw na mahabagin at maawain na dalidaling idinagdag ni Ben-Zayb sa mahabang kabilangan ng kaniyang mga palayaw.']"
Telesforo,2,2,0,"['4: Ang kaniyang anak na si Tales (palayaw ng Telesforo) ay nakisama muna sa isang namumuhunan; ngunit ng malaunan, ng magkaroon ng dalawang kalabaw at mga ilang daang piso, ay gumawa na sa sarili, na katulong ang kaniyang ama, ang kaniyang asawa at ang kaniyang tatlong anak.', '154: Telesforo Juan de Dios.']"
namumuhunan,1,0,1,"['4: Ang kaniyang anak na si Tales (palayaw ng Telesforo) ay nakisama muna sa isang namumuhunan; ngunit ng malaunan, ng magkaroon ng dalawang kalabaw at mga ilang daang piso, ay gumawa na sa sarili, na katulong ang kaniyang ama, ang kaniyang asawa at ang kaniyang tatlong anak.']"
malaunan,2,0,2,"['4: Ang kaniyang anak na si Tales (palayaw ng Telesforo) ay nakisama muna sa isang namumuhunan; ngunit ng malaunan, ng magkaroon ng dalawang kalabaw at mga ilang daang piso, ay gumawa na sa sarili, na katulong ang kaniyang ama, ang kaniyang asawa at ang kaniyang tatlong anak.', '12: —Ginoong Isagani,—ang sabing ang tingig ay nanginginig, ng malaunan:—mula sa durungawan ay nadingig ko kayong nagsasalita, sa dahilang ako’y natutuyo, ay matalas ang aking pangdingig, kaya’t ninasa kong kayo’y makausap.']"
