token,frequency,capitalized_count,lowercase_count,sample_contexts
daga,1,0,1,"[""27: Ang mga babae ay ilang mga dalagang ang iba'y filipina at ang iba'y española: binubucsan nila ang bibig upang piguilin ang isang hicab; ngunit pagdaca'y tinatacpan nila ng kanilang mga abanico; bahagya na nangagbubulungan ng ilang mga pananalita; ano mang pag-uusap na ipinagsusumalang pasimulan, pagdaca'y naluluoy sa ilang putol-putol na sabi; katulad niyang mga ingay na nariringig kung gabi sa isang bahay, mga ingay na gawa ng mga daga at ng mga butiki.""]"
butiki,1,0,1,"[""27: Ang mga babae ay ilang mga dalagang ang iba'y filipina at ang iba'y española: binubucsan nila ang bibig upang piguilin ang isang hicab; ngunit pagdaca'y tinatacpan nila ng kanilang mga abanico; bahagya na nangagbubulungan ng ilang mga pananalita; ano mang pag-uusap na ipinagsusumalang pasimulan, pagdaca'y naluluoy sa ilang putol-putol na sabi; katulad niyang mga ingay na nariringig kung gabi sa isang bahay, mga ingay na gawa ng mga daga at ng mga butiki.""]"
Baka,7,7,0,"['28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?', '266: —¿Baka po kaya may capurihan akong makipagsalitaan sa poetang ang mga sinulat ay siyang nacapagpanatili ng marubdob kong pagsinta sa kinaguisnan kong bayan?', '5055: —Baka maggalit ang aguacil ang tutol ng isa.']"
pader,37,0,37,"['28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?', '413: Yao\'y ang mga dating daan at mga dating bahay na may mga pintang puti at azul at mga pader na pinintahan ng puti o kung dili kaya\'y mga anyong ibig tularan ang batong ""granito"" ay masama ang pagkakahuwad; nananatili sa campanario ng simbahan ang kanyang relos na may caratulang kupas na; iyon ding mga tindahan ng insic na iyong may maruruming tabing na nasasampay sa mga varillang bacal, na pinagbalibalicuco niya isang gabi ang isa sa mga varillang iyon, sa pakikitulad niya sa masasama ang pagkaturong mga bata sa Maynila: sino ma\'y walang nagtowid niyon.', '539: Nacuculong ang isang munting luang ng apat na hubad at maruruming pader; sa isa sa mga pader, sa dakong itaas ay may isang ""reja""; sa ibabaw ng marami at casuclamsuclam na yapacan ay may isang banig, at sa ibabaw ng banig ay isang matandang lalaking naghihingalo; ang matandang lalaking nahihirapan ng paghinga ay inililingap sa magcabicabila ang mga mata at umiiyac na ipinangungusap ang isang pangalan; nag-iisa ang matandang lalaki; manacanacang nariringig ang calansing ng isang tanicala o isang buntong-hiningang naglalampasan sa mga pader ... at pagkatapos, doon sa malayo\'y may isang masayang piguing, halos ay isang mahalay na pagkakatowa; isang binata\'y nagtatawa, ibinubuhos ang alac sa mga bulaklak, sa gitna ng mga pagpupuri at sa mga tanging tawanan ng mga iba.']"
ninilit,2,0,2,"['28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?', ""6499: Isang munting camalian, isang casalanang pinarusahan ng buong calupitan, ang paglaban sa mga pagpapacalabis ng mga may kapangyarihan, ang takot na cakilakilabot sa mga pagpapahirap, ang lahat ng ito'y siyang sa kanila'y nagtatapon magpacailan man sa labas ng pamamayan at siyang sa kanila'y ninilit na pumatay o mamatay.""]"
umimic,20,0,20,"['28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?', ""773: Hindi umimic ang aking ama, naglining-lining, ilinagay sa aking balikat, ang kanyang kamay at nagsalita sa aking nanginginig ang voces:—Ang isip mo ba'y ikaw lamang ang marunong umibig at hindi ka iniibig ng iyong ama at hindi dinaramdam ang sa iyo'y paghiwalay?"", ""784: Hindi umimic si Maria Clara, itinitig niyang ilang sandali ang kanyang malalaki't mapupungay na mga mata kay Ibarra, cumuha ng ilang bulaklak at sinabi sa kanyang nababagbag ang loob:""]"
magpacahinhing,1,0,1,"['28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?']"
lubos,52,0,52,"['28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?', '165: Ang mga pananalita ng sacerdote, sa kanyang pagkasacerdote, ""per se"", ay hindi macasasakit ng loob kanino man, sa pagka\'t mula sa lubos ng katotohanan.', '378: —Mga ginoo; huwag kayong magtataca ng pagsasalitang casambahay sa akin ng aming dating cura; ganyan ang pagpapalagay niya sa akin ng ako\'y musmos pa, sa pagka\'t sa kanya\'y para ring hindi nagdaraan ang mga taon; datapwat kinikilala kong utang na loob, sa pagka\'t nagpapaalaala sa aking lubos niyong mga araw na madalas pumaparoon sa aming bahay ang ""kanyang cagalangan"", at kanyang pinauunlacan ang pakikisalo sa pagkain sa mesa ng aking ama.']"
dito'y,59,0,59,"['28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?', ""61: —Hindi lamang iyan, natira ako sa bayang San Diegong dalawampong taon, may ilang bowan lamang ngayong aking.... iniwan (dito'y nagpakitang tila masama ang loob)."", ""260: Itulot po ninyo sa akin ang ganitong ugali; hindi dahil sa ibig kong dito'y magdala ng mga asal ng mga taga ibang lupain, sa pagka't totoong magaganda rin naman ang ating mga caugalian, kung di sa pagka't napipilitan kong gawin ang gayong bagay.""]"
talagang,36,0,36,"['28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?', '583: ¿Hindi ba namasdan ng kanyang sariling matang maliliit ang lahat ng mga Cristo sa sermon ng ""Siete Palabra"" na gumagalaw ang ulo at tumatangong macaitlo, na siyang nacaaakit sa pagtangis at sa mga pagsigaw ng lahat ng mga babae at ng mga calolowang mahabaguing talagang mga taga langit?', ""1050: Ayawan lamang kung ito'y talagang ugali na ng buong capisanan ng mga fraile ...""]"
natatangi,1,0,1,"['28: ¿Baka kaya naman ang mga larawan ng mga iba\'t ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito\'y talagang natatangi ang mga babae?']"
tanging,69,0,69,"['29: Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni kapitan Tiago, mukhang mabait at hindi magaling magwicang kastila.', '478: ""—Ganyan ang pangangatuwiran ng inyo pong ama, at ang ano mang ginagawa\'y isinasangayong lagui sa mahigpit na palatuntunang ito ng wagas na caasalan, at masasabing kailan ma\'y hindi nagbigay pighati kanino man; baligtad, pinagsisicapan niyang pawiin, sa pamamag-itan ng magagandang gawa, ang mga tanging casawian sa catuwirang, ayon sa kanya\'y ginawa raw ng kanyang mga nuno.', '539: Nacuculong ang isang munting luang ng apat na hubad at maruruming pader; sa isa sa mga pader, sa dakong itaas ay may isang ""reja""; sa ibabaw ng marami at casuclamsuclam na yapacan ay may isang banig, at sa ibabaw ng banig ay isang matandang lalaking naghihingalo; ang matandang lalaking nahihirapan ng paghinga ay inililingap sa magcabicabila ang mga mata at umiiyac na ipinangungusap ang isang pangalan; nag-iisa ang matandang lalaki; manacanacang nariringig ang calansing ng isang tanicala o isang buntong-hiningang naglalampasan sa mga pader ... at pagkatapos, doon sa malayo\'y may isang masayang piguing, halos ay isang mahalay na pagkakatowa; isang binata\'y nagtatawa, ibinubuhos ang alac sa mga bulaklak, sa gitna ng mga pagpupuri at sa mga tanging tawanan ng mga iba.']"
sumasalubong,1,0,1,"['29: Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni kapitan Tiago, mukhang mabait at hindi magaling magwicang kastila.']"
pagdating,49,0,49,"['29: Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni kapitan Tiago, mukhang mabait at hindi magaling magwicang kastila.', ""324: Kaya pa naman gumagawa ang pagdiriwang na ito'y sa pagpapasalamat sa mahal na Virgen sa inyong pagdating."", '531: —Kung hindi totoong gulo ang kanyang isip, at kung siya sana\'y maibiguing macaalam ng mga ginagawa ng capowa tao\'y marahil ninais niyang mapanood, sa pamamag-itan ng isang gemelos, ang nangyayari sa kinalalagyan ng gayong caliwanagan; marahil kanyang hinangaan ang isa, riyan sa mga cahimahimalang napapanood, isa riyan sa mga talinghagang napakikita, na maminsanminsang natitingnan sa mga malalaking teatro sa Europa, na sa marahan at caayaayang tinig ng orquesta ay nakikitang sumisilang sa gitna ng isang ulan ng ilaw, ng isang bumubugsong agos ng mga diamante at guinto, sa isang carikitdikitang mga pamuti, nababalot ng lubhang manipis at nanganganinag na gasa ang isang diosa, ang isang ""silfide"" na lumalacad na halos hindi sumasayad ang paa sa tinatapacan, naliliguid at inagaapayanan ng maningning na sinag: sa kanyang pagdating ay kusang sumisilang ang mga bulaklak, nagbibigay galac, ang mga sayaw, nangapupucaw ang matimyas na tugtugan, at ang mga pulutong ng mga diablo, mga ninfa, mga satiro, mga genio, mga zagala, mga angel mga pastor ay sumasayaw, guinagalaw ang mga pandereta, nangagpapaliguidliguid at inihahandog ng bawa\'t isa sa paanan ng diosa ang canicanilang alay.']"
ginoong,128,0,128,"['29: Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni kapitan Tiago, mukhang mabait at hindi magaling magwicang kastila.', '87: ¡Itanong po ninyo kay ginoong Laruja na nacakikilala rin sa lupaing ito; itanong ninyo sa kanya kung may mga katulad ang camangmangan at ang pagka ""indolente"" ng indio!', '93: Ang mga ginoong dalagang iyan....']"
pinsan,25,0,25,"['29: Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni kapitan Tiago, mukhang mabait at hindi magaling magwicang kastila.', '644: Isang balitang filosofong pinsan ni Kapitang Tinong, at nasasaulo ang ""Amat"" , hinahanap ang caliwanagan ng gayong bagay sa ikinapangyayari sa kalagayan ng tao ng mga ""planeta"".', '675: —¡Lalong nacagagaling sa kanyang katawan ang San Diego, pinsan!']"
kapitan,44,0,44,"['29: Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni kapitan Tiago, mukhang mabait at hindi magaling magwicang kastila.', '570: Ang pintuang iyan ng salas, na natatacpan ng isang tabing na sutla ay siyang daang patungo sa isang maliit na capilla o panalanginang di dapat mawala sa alin mang bahay ng filipino: naririyan ang mga ""dios lar"" ni kapitan Tiago, at sinasabi naming mga ""dios lar,"" sa pagka\'t lalong minamagaling ng ginoong ito ang ""politeismo"" kay sa ""monoteismo"" na kailan ma\'y hindi niya naabot ng pag-iisip.', '1290: —ani Tasio sa wikang kastila, tinalicdan ang kapitan at tumungo sa simbahan.']"
mukhang,19,0,19,"['29: Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni kapitan Tiago, mukhang mabait at hindi magaling magwicang kastila.', '234: Nababasa sa kanyang mukhang bukas at masaya ang caunting bacas ng dugong kastila na naaaninag sa isang magandang kulay caymanggui, na mapulapula sa mga pisngi, marahil sa pagkapatira niya sa mga bayang malalamig.', ""551: Palibhasa'y pandac, maliwanag ang kulay, bilog ang katawan, at ang mukha, salamat sa saganang taba, na alinsunod sa mga nalulugod sa kanya'y galing daw sa langit, at anang mga kaaway niya'y galing daw sa mga dukha, siya'y mukhang bata kay sa tunay niyang gulang: sino ma'y maniniwalang tatatlompo't limang taon lamang siya.""]"
mabait,48,0,48,"['29: Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni kapitan Tiago, mukhang mabait at hindi magaling magwicang kastila.', '189: Nangagsidating ang iba pang mga tao, caacbay ang isang matandang castilang pilay, matamis at mabait ang pagmumukha, nacaacay sa bisig ng isang matandang babaeng filipinang puno ng culot ang buhok, may mga pinta ang mukha at nacasuot europea.', ""197: —ang isinabad ni Fr. Damaso,—Si Santiago'y isang taong mabait.""]"
magwicang,4,0,4,"['29: Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni kapitan Tiago, mukhang mabait at hindi magaling magwicang kastila.', ""976: Nang ang baya'y wala kung di isang walang halagang tumpoc ng mga dampa, at saganang sumisibol pa sa pinacalansangan ang damo; ng panahong yaong pagkagabi ay nanasoc doon ang mga usa at mga baboy-ramo, dumating isang araw ang isang matandang castilang malalalim ang mga mata at totoong magaling magwicang tagalog."", '1994: ¡marunong ka ng magwicang kastila pala!']"
kastila,84,0,84,"['29: Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni kapitan Tiago, mukhang mabait at hindi magaling magwicang kastila.', '234: Nababasa sa kanyang mukhang bukas at masaya ang caunting bacas ng dugong kastila na naaaninag sa isang magandang kulay caymanggui, na mapulapula sa mga pisngi, marahil sa pagkapatira niya sa mga bayang malalamig.', ""355: —Mabubuting mga pagkakakilalanan; ngunit doo'y sa casaliwaang palad ay hindi ako nagsasalita ng isa man lamang wikang kastila, liban na lamang sa ilang mga consulado.""]"
pinacaubod,1,0,1,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile.""]"
pagpapakitang,1,0,1,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile.""]"
pakikipagcapuwa,3,0,3,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile."", '640: Lumaki ang sanggol na babae sa mga pag-aalaga ni tia Isabel, ang matandang babaeng iyong tulad sa fraile ang pakikipagcapuwa tao na nakita natin sa pasimula nito.', ""2071: Sa pagka't hindi manyaring sila'y aking maturuan ng wikang kastila, at hindi ko rin naman maisatagalog ang gayong caraming mga libro, pinapilitan kong halinhang unti-unti ng maiicling bahaguing sipi sa mga napapakinabangang mga librong tagalog, gaya baga ng maliit na casaysayan ng pakikipagcapuwa tao ni Hortensio at ni Feliza, ilang mga maliliit na librong patnugot sa pagsasaca, at iba pa.""]"
tao'y,22,0,22,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile."", ""40: —Ang isa sa mga fraile'y isang dominicong bata pa, maganda, malinis at maningning, na tulad sa kanyang salamin sa matang nacacabit sa tangcay na guinto, maaga ang pagka ugaling matanda: siya ang cura sa Binundoc at ng mga nacaraang tao'y naging catedratico sa San Juan de Letran."", ""62: Hindi maicacait sa akin nino mang dalawampong tao'y mahiguit kay sa catatagan upang makilala ang isang bayan.""]"
wala,230,0,230,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile."", ""47: Datapwat si Fray Damaso'y hindi mahiwagang gaya nila; siya'y masaya, at kung pabug-al bug-al ang kanyang voces sa pananalita, tulad sa isang taong kailan ma'y hindi naaalang-alang, palibhasa'y ipinalalagay na banal at wala ng gagaling pa sa kanyang sinasabi, kinacatcat ang saclap ng gayong ugali ng kanyang tawang masaya at bukas, at hangang sa napipilitan kang sa kanya'y ipatawad ang pagpapakita ng mga paang walang calcetin at mga binting mabalahibo, na icakikita ng maraming pagkabuhay ng isang Mendicta sa mga feria sa Kiapo."", '122: —¡O may Religion o wala!']"
mag-alay,1,0,1,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile.""]"
tabaco,17,0,17,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile."", '66: Ngunit hindi ko mapagcuro kung ano ang cabagayan ng inyong mga sinabi sa pagkakaalis ng ""estanco ng tabaco""—ang sagot ng may mapulang buhok na kausap, na kanyang sinamantala ang sandaling pagkatiguil dahil sa pag-inom ng franciscano ng isang copita ng Jerez.', ""814: Sa caliwa'y ang fabrica ng tabaco sa Arroceros, na pinanggagalingan ng malaking ugong na ginagawa ng mga cigarrera sa pagpucpoc ng mga dahon ng tabaco.""]"
hitso,6,0,6,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile."", ""1774: Hindi agad sumagot si hermana Rufa: nanghingi muna ng isang hitso, nginanga, minasdan ang nagcacabilog na sa kanya'y nakikinig ng di cawasa, lumura sa isang tabi, at nagpasimula, samantalang ngumangata ng tabaco:"", ""3390: Ang ginagawa'y nginanganganga ang kanyang hitso, o kung dili kaya'y umaalis na hindi guinagambala ang ibang marahil ay nangalulugod sa pinalalabas na iyon.""]"
magpahalic,1,0,1,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile.""]"
kamay,187,0,187,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile."", '36: Umaaticabong nangagsasalitaan ang ilang mga cadete; ngunit mahihina ang voces, sa isa sa mga suloc at manacanacang tinitingnan nila at itinuturo ng daliri ang ilang mga taong na sa salas, at silasila\'y nangagtatawanang ga inililihim ng hindi naman; ang bilang capalit nama\'y ang dalawang extrangero na capowa nacaputi ng pananamit, nangacatalicod kamay at di umiimic ay nangagpaparoo\'t paritong malalaki ang hacbang sa magcabicabilang dulo ng salas, tulad sa ginagawa ng mga naglalacbay-dagat sa ""cubierta"" ng isang sasacyan.', ""121: Di caguinsaguinsa'y pinacabigyanbigyan ng suntoc ang palungan ng kamay ng kanyang sillon, huminga ng malakas at nagsalita:""]"
pinag-ibhan,5,0,5,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile."", ""591: Nakikita pa ng mga mapamintacasing tao ang mga bacas ng mga paa at ang hilahis ng buhok ng Virgen de la Paz sa matigas na bato, ng pigain niya ang mga buhok na iyon, ano pa't walang pinagibhan sa alin mang babaeng gumagamit ng langis ng niyog, at para manding patalim ang kanyang mga buhok, o kung dili kaya'y diamante at walang pinag-ibhan sa may sanlibong tonelada ang bigat."", ""804: Sa lilim ng isang carretong kahoy nacabulagta ang isa sa mga taong iyon, walang malay tao, bukas ng caunti ang mga mata; pinagbubuti naman ng dalawang presidiario rin ang isang hihigang cawayan, walang galit, walang pighati, walang yamot, ano pa't walang pinag-ibhan sa sinasabing caugalia't anyo ng dalisay na mga tagarito.""]"
fraile,71,0,71,"[""30: Ang pinacaubod ng kanyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile."", ""37: Ang masaya't mahalagang salitaa'y na sa isang pulutong na ang bumubuo'y dalawang fraile, dalawang paisano at isang militar na kanilang naliliguid ang isang maliit na mesang kinalalagyan ng mga botella ng alac at mga biscocho ingles."", '44: Baligtad ang isa namang fraile, na franciscano, totoong masalita at lalo ng mainam magcucumpas.']"
cawacasa'y,45,0,45,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"", ""77: —ang sa cawacasa'y nagawang tanong ng buong catimpian ng binata, na tinititigan ng buong pagtataca ang fraile."", ""184: —Datapwat kung sa cawacasa'y nakinabang naman kayo sa pagpapalit-bayan....""]"
nayamot,1,0,1,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:""]"
abang,25,0,25,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"", '46: Ang mukha niyang maganda ang tabas, ang kanyang mga pagtinging nacalalaguim, ang kanyang malalapad na mga panga at batibot na pangangatawan ay nagbibigay anyo sa kanyang isang patricio romanong nagbalat kayo, at kahi\'t hindi sinasadya\'y inyong magugunita yaong tatlong monjeng sinasabi ni Heine sa kanyang ""Dioses en el destierro"", na nagdaraang namamangca pagkahating gabi sa isang dagatan doon sa Tyrol, kung ""equinoccio"" ng Septiembre, at sa tuwing dumaraa\'y inilalagay ng abang mamamangca ang isang salaping pilac, malamig na cawangis ng ""hielo,"" na siyang sa kanya\'y pumupuspos ng panglulumo.', ""201: —¿Paano po bang matutuclasan pa ng abang iyon ang polvora, ay alinsunod sa sabi'y natuclasan na ito ng mga insic na malaong panahon na?""]"
kaya't,66,0,66,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"", ""310: Datapwat mapitagan si Fr. Sibyla, kaya't nagsalita:"", ""627: Tungkol sa panahong nacaraa'y siya'y bugtong na anak ng isang mag-aasucal sa Malabong mayaman din naman ang pagkabuhay, ngunit napacaramot, na ano pa't hindi nagcagugol ng isang cuarta man lamang sa pagpapaaral sa kanyang anak, kaya't naging alila si Santiaguillo ng isang mabait na dominico na pinagsicapang ituro ang lahat ng maituturo at nalalaman niya.""]"
sinamantala,6,0,6,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"", '66: Ngunit hindi ko mapagcuro kung ano ang cabagayan ng inyong mga sinabi sa pagkakaalis ng ""estanco ng tabaco""—ang sagot ng may mapulang buhok na kausap, na kanyang sinamantala ang sandaling pagkatiguil dahil sa pag-inom ng franciscano ng isang copita ng Jerez.', '2155: Ayon sa hindi pag-imic na namamasid, sino ma\'y ayaw na siya\'y tawagguin ""patres conscripti"", sino ma\'y walang tumitindig: ng magcagayo\'y sinamantala ni Don Filipo ang nangyayari at huminging pahintulot na macapagsalita.']"
paglagapac,1,0,1,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:""]"
pinggang,7,0,7,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"", '328: Ngunit ayawan kung sa isang pagkalibang o iba cayang bagay, tumama kay pari Damaso ang isang pinggang sa gitna ng maraming upo at sabaw ay lumalangoy ang isang hubad na liig at isang matigas na pakpak ng inahing manok, samantalang cumacain ang iba ng mga hita at dibdib, lalong lalo na si Ibarra, na nagcapalad mapatama sa kanya ang mga atay, balonbalonan at iba, pang masasarap na lamang loob ng inahing manok.', '572: Mga cuadrong pintado ng oleo ng mga artistang taga Pako at taga Ermita, na ang naroroo\'y ang mga pagpapasakit sa mga santo, ang mga himala ng Virgen at iba pa; si Santa Luciang nacatitig sa langit, at hawac ang isang pinggang kinalalagyan ng dalawa pang matang may mga pilic-mata at may mga kilay, na katulad ng napapanood na nacapinta sa ""triangulo"" ng Trinidad o sa mga ""sarcofago egipcio""; si San Pascual Baylon, San Antonio de Padua, na may habitong guingon at pinagmamasdang tumatangis ang isang Niño Jesus, na may damit Kapitan General, may tricornio, may sable at may mga botang tulad sa sayaw ng mga musmos na bata sa Madrid: sa ganang kay Kapitan Tiago, ang cahulugan ng gayong anyo\'y kahi\'t idagdag ng Dios sa kanyang kapangyarihan ang kapangyarihan ng isang Kapitang General sa Filipinas, ay paglalaruan din siya ng mga franciscano, na katulad ng paglalaro sa isang ""muñeca"" o larauang taotauhan.']"
nabasag,2,0,2,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"", ""5264: Dumampot ng isang pinggan sa mga na sa ibabaw ng isang mesa, at ipinukol sa ulo ng asawa: ang babaeng dating bihasa na sa ganitong pakikiaway, agad-agad yumucod, at ang pingga'y sa pader tumama at doon nabasag; gayon din ang kinahangganan ng isang mangcoc at ng isang cuchillo.""]"
lumabas,31,0,31,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"", ""1230: Tinahac ang baya't lumabas sa luwal, tinungo yaong lumang bahay na malaon ng panahong hindi tinutungtungan."", '1632: Nagbantang magsalita ay hindi lumabas ang kanyang voces; inibig niyang yacapin ang kanyang anak ay nawal-an siya ng lakas; hindi naman mangyaring umiyac siya.']"
dalidali,3,0,3,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"", '252: Napuno ng luha ang mga mata ng matanda, tumalicod at umalis na dalidali.', ""7010: Totoong dalidali ngang siya'y nanhik sa hagdanan at tumawag ng buong pagdudumali sa pinto ng bahay ng alferez, na humarap na nacacunot ang mga kilay, na sinusundan ng kanyang cabiac (ng kanyang asawa), na ngumingiting parang taga infierno.""]"
nagbububulong,3,0,3,"[""31: Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"", '930: "" Dahil dito\'y huwag nga nating dagdagan ang ating bigat; ang baya\'y nagbububulong na.', '5825: Nanaog si Lucas na nagbububulong:']"
