row_index,sentence_id,original_token,new_token,position,before_context,after_context
1385,132,sicat,sikat,560,"Hindi ko sinasaysay ang mga, religion ng mga bayan ng Ibaba ng Europa: ang mga religiong ito, palibhasa'y religion ng mga ""guerrero"", ng mga ""bardo"" at ng mga mangangaso, datapwat hindi religion ng mga filosofo, baga man nananatili pa ang kanilang mga pananampalataya at pati ng kanilang mga ""rito"" na pawang nangalangcap na sa religion cristiana; gayon ma'y hindi nangyaring sumama sila sa hucbo ng mga tampalasang nangloob sa Roma, at hindi rin sila nangyaring lumucloc sa Capitolio: palibhasa'y mga religion ng mga ulap, pawang nangapapawi sa catanghaliang sicat ng araw.","Hindi ko sinasaysay ang mga, religion ng mga bayan ng Ibaba ng Europa: ang mga religiong ito, palibhasa'y religion ng mga ""guerrero"", ng mga ""bardo"" at ng mga mangangaso, datapwat hindi religion ng mga filosofo, baga man nananatili pa ang kanilang mga pananampalataya at pati ng kanilang mga ""rito"" na pawang nangalangkap na sa religion cristiana; gayon ma'y hindi nangyaring sumama sila sa hucbo ng mga tampalasang nangloob sa Roma, at hindi rin sila nangyaring lumucloc sa Capitolio: palibhasa'y mga religion ng mga ulap, pawang nangapapawi sa katanghaliang sikat ng araw."
1388,135,cailaliman,kailaliman,120,"Guinagamit ni San Irineong pangpatibay sa pananampalataya sa Purgatorio, ang ""pagkatira ni Jesucristong tatlong araw sa cailaliman ng lupa,"" tatlong araw na pagkapasa Purgatorio, at kanyang inaacala, dahil dito, na bawa't calolowa'y dapat manatili sa Purgatorio hanggang sa mabuhay na mag-uli ang katawan, baga man tila laban mandin sa bagay na ito ang ""Hodie mecum eris in Paradiso.","Guinagamit ni San Irineong pangpatibay sa pananampalataya sa Purgatorio, ang ""pagkatira ni Jesucristong tatlong araw sa kailaliman ng lupa,"" tatlong araw na pagkapasa Purgatorio, at kanyang inaakala, dahil dito, na bawa't kalolowa'y dapat manatili sa Purgatorio hanggang sa mabuhay na mag-uli ang katawan, baga man tila laban mandin sa bagay na ito ang ""Hodie mekum eris in Paradiso."
1388,135,inaacala,inaakala,190,"Guinagamit ni San Irineong pangpatibay sa pananampalataya sa Purgatorio, ang ""pagkatira ni Jesucristong tatlong araw sa cailaliman ng lupa,"" tatlong araw na pagkapasa Purgatorio, at kanyang inaacala, dahil dito, na bawa't calolowa'y dapat manatili sa Purgatorio hanggang sa mabuhay na mag-uli ang katawan, baga man tila laban mandin sa bagay na ito ang ""Hodie mecum eris in Paradiso.","Guinagamit ni San Irineong pangpatibay sa pananampalataya sa Purgatorio, ang ""pagkatira ni Jesucristong tatlong araw sa kailaliman ng lupa,"" tatlong araw na pagkapasa Purgatorio, at kanyang inaakala, dahil dito, na bawa't kalolowa'y dapat manatili sa Purgatorio hanggang sa mabuhay na mag-uli ang katawan, baga man tila laban mandin sa bagay na ito ang ""Hodie mekum eris in Paradiso."
1388,135,calolowa'y,kalolowa'y,222,"Guinagamit ni San Irineong pangpatibay sa pananampalataya sa Purgatorio, ang ""pagkatira ni Jesucristong tatlong araw sa cailaliman ng lupa,"" tatlong araw na pagkapasa Purgatorio, at kanyang inaacala, dahil dito, na bawa't calolowa'y dapat manatili sa Purgatorio hanggang sa mabuhay na mag-uli ang katawan, baga man tila laban mandin sa bagay na ito ang ""Hodie mecum eris in Paradiso.","Guinagamit ni San Irineong pangpatibay sa pananampalataya sa Purgatorio, ang ""pagkatira ni Jesucristong tatlong araw sa kailaliman ng lupa,"" tatlong araw na pagkapasa Purgatorio, at kanyang inaakala, dahil dito, na bawa't kalolowa'y dapat manatili sa Purgatorio hanggang sa mabuhay na mag-uli ang katawan, baga man tila laban mandin sa bagay na ito ang ""Hodie mekum eris in Paradiso."
1388,135,mecum,mekum,360,"Guinagamit ni San Irineong pangpatibay sa pananampalataya sa Purgatorio, ang ""pagkatira ni Jesucristong tatlong araw sa cailaliman ng lupa,"" tatlong araw na pagkapasa Purgatorio, at kanyang inaacala, dahil dito, na bawa't calolowa'y dapat manatili sa Purgatorio hanggang sa mabuhay na mag-uli ang katawan, baga man tila laban mandin sa bagay na ito ang ""Hodie mecum eris in Paradiso.","Guinagamit ni San Irineong pangpatibay sa pananampalataya sa Purgatorio, ang ""pagkatira ni Jesucristong tatlong araw sa kailaliman ng lupa,"" tatlong araw na pagkapasa Purgatorio, at kanyang inaakala, dahil dito, na bawa't kalolowa'y dapat manatili sa Purgatorio hanggang sa mabuhay na mag-uli ang katawan, baga man tila laban mandin sa bagay na ito ang ""Hodie mekum eris in Paradiso."
1389,136,sacali't,sakali't,72,""" Nagsasaysay rin naman si San Agustin, tungkol sa Purgatorio; datapwat sacali't hindi niya pinagtibay na tunay na mayroon nga, gayon ma'y ipinalalagay niyang mangyayari ngang magcaroon, sa pag-aacala niyang maipagpapatuloy hanggang sa kabilang buhay ang tinatanggap nating mga caparusahan sa buhay na ito, dahil sa ating mga casalanan.",""" Nagsasaysay rin naman si San Agustin, tungkol sa Purgatorio; datapwat sakali't hindi niya pinagtibay na tunay na mayroon nga, gayon ma'y ipinalalagay niyang mangyayari ngang magkaroon, sa pag-aakala niyang maipagpapatuloy hanggang sa kabilang buhay ang tinatanggap nating mga kaparusahan sa buhay na ito, dahil sa ating mga kasalanan."
1389,136,magcaroon,magkaroon,176,""" Nagsasaysay rin naman si San Agustin, tungkol sa Purgatorio; datapwat sacali't hindi niya pinagtibay na tunay na mayroon nga, gayon ma'y ipinalalagay niyang mangyayari ngang magcaroon, sa pag-aacala niyang maipagpapatuloy hanggang sa kabilang buhay ang tinatanggap nating mga caparusahan sa buhay na ito, dahil sa ating mga casalanan.",""" Nagsasaysay rin naman si San Agustin, tungkol sa Purgatorio; datapwat sakali't hindi niya pinagtibay na tunay na mayroon nga, gayon ma'y ipinalalagay niyang mangyayari ngang magkaroon, sa pag-aakala niyang maipagpapatuloy hanggang sa kabilang buhay ang tinatanggap nating mga kaparusahan sa buhay na ito, dahil sa ating mga kasalanan."
1389,136,pag-aacala,pag-aakala,190,""" Nagsasaysay rin naman si San Agustin, tungkol sa Purgatorio; datapwat sacali't hindi niya pinagtibay na tunay na mayroon nga, gayon ma'y ipinalalagay niyang mangyayari ngang magcaroon, sa pag-aacala niyang maipagpapatuloy hanggang sa kabilang buhay ang tinatanggap nating mga caparusahan sa buhay na ito, dahil sa ating mga casalanan.",""" Nagsasaysay rin naman si San Agustin, tungkol sa Purgatorio; datapwat sakali't hindi niya pinagtibay na tunay na mayroon nga, gayon ma'y ipinalalagay niyang mangyayari ngang magkaroon, sa pag-aakala niyang maipagpapatuloy hanggang sa kabilang buhay ang tinatanggap nating mga kaparusahan sa buhay na ito, dahil sa ating mga kasalanan."
1389,136,caparusahan,kaparusahan,278,""" Nagsasaysay rin naman si San Agustin, tungkol sa Purgatorio; datapwat sacali't hindi niya pinagtibay na tunay na mayroon nga, gayon ma'y ipinalalagay niyang mangyayari ngang magcaroon, sa pag-aacala niyang maipagpapatuloy hanggang sa kabilang buhay ang tinatanggap nating mga caparusahan sa buhay na ito, dahil sa ating mga casalanan.",""" Nagsasaysay rin naman si San Agustin, tungkol sa Purgatorio; datapwat sakali't hindi niya pinagtibay na tunay na mayroon nga, gayon ma'y ipinalalagay niyang mangyayari ngang magkaroon, sa pag-aakala niyang maipagpapatuloy hanggang sa kabilang buhay ang tinatanggap nating mga kaparusahan sa buhay na ito, dahil sa ating mga kasalanan."
1389,136,casalanan,kasalanan,326,""" Nagsasaysay rin naman si San Agustin, tungkol sa Purgatorio; datapwat sacali't hindi niya pinagtibay na tunay na mayroon nga, gayon ma'y ipinalalagay niyang mangyayari ngang magcaroon, sa pag-aacala niyang maipagpapatuloy hanggang sa kabilang buhay ang tinatanggap nating mga caparusahan sa buhay na ito, dahil sa ating mga casalanan.",""" Nagsasaysay rin naman si San Agustin, tungkol sa Purgatorio; datapwat sakali't hindi niya pinagtibay na tunay na mayroon nga, gayon ma'y ipinalalagay niyang mangyayari ngang magkaroon, sa pag-aakala niyang maipagpapatuloy hanggang sa kabilang buhay ang tinatanggap nating mga kaparusahan sa buhay na ito, dahil sa ating mga kasalanan."
1391,138,magcacasiya,magkakasiya,42,—ang sinabi ni Don Filipo;—¡hindi pa siya magcacasiya sa tinitiis nating mga hirap sa buhay na ito't ibig pa niya ang magpatuloy hanggang sa kabilang-buhay!,—ang sinabi ni Don Filipo;—¡hindi pa siya magkakasiya sa tinitiis nating mga hirap sa buhay na ito't ibig pa niya ang magpatuloy hanggang sa kabilang-buhay!
1393,140,quibusdam,kibusdam,65,"Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de quibusdam levibus culpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagcaroon ng patuluyang catibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa macatuwid ay ng macaraan na ang walong daang taon, na dapat magcaroon ng isang apoy na pangdalisay o panglinis sa mga calolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal.","Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de kibusdam levibus kulpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagkaroon ng patuluyang katibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa makatuwid ay ng makaraan na ang walong daang taon, na dapat magkaroon ng isang apoy na pangdalisay o panglinis sa mga kalolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal."
1393,140,culpis,kulpis,83,"Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de quibusdam levibus culpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagcaroon ng patuluyang catibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa macatuwid ay ng macaraan na ang walong daang taon, na dapat magcaroon ng isang apoy na pangdalisay o panglinis sa mga calolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal.","Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de kibusdam levibus kulpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagkaroon ng patuluyang katibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa makatuwid ay ng makaraan na ang walong daang taon, na dapat magkaroon ng isang apoy na pangdalisay o panglinis sa mga kalolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal."
1393,140,nagcaroon,nagkaroon,153,"Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de quibusdam levibus culpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagcaroon ng patuluyang catibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa macatuwid ay ng macaraan na ang walong daang taon, na dapat magcaroon ng isang apoy na pangdalisay o panglinis sa mga calolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal.","Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de kibusdam levibus kulpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagkaroon ng patuluyang katibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa makatuwid ay ng makaraan na ang walong daang taon, na dapat magkaroon ng isang apoy na pangdalisay o panglinis sa mga kalolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal."
1393,140,catibayan,katibayan,177,"Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de quibusdam levibus culpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagcaroon ng patuluyang catibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa macatuwid ay ng macaraan na ang walong daang taon, na dapat magcaroon ng isang apoy na pangdalisay o panglinis sa mga calolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal.","Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de kibusdam levibus kulpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagkaroon ng patuluyang katibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa makatuwid ay ng makaraan na ang walong daang taon, na dapat magkaroon ng isang apoy na pangdalisay o panglinis sa mga kalolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal."
1393,140,macatuwid,makatuwid,269,"Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de quibusdam levibus culpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagcaroon ng patuluyang catibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa macatuwid ay ng macaraan na ang walong daang taon, na dapat magcaroon ng isang apoy na pangdalisay o panglinis sa mga calolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal.","Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de kibusdam levibus kulpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagkaroon ng patuluyang katibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa makatuwid ay ng makaraan na ang walong daang taon, na dapat magkaroon ng isang apoy na pangdalisay o panglinis sa mga kalolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal."
1393,140,macaraan,makaraan,285,"Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de quibusdam levibus culpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagcaroon ng patuluyang catibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa macatuwid ay ng macaraan na ang walong daang taon, na dapat magcaroon ng isang apoy na pangdalisay o panglinis sa mga calolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal.","Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de kibusdam levibus kulpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagkaroon ng patuluyang katibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa makatuwid ay ng makaraan na ang walong daang taon, na dapat magkaroon ng isang apoy na pangdalisay o panglinis sa mga kalolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal."
1393,140,magcaroon,magkaroon,329,"Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de quibusdam levibus culpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagcaroon ng patuluyang catibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa macatuwid ay ng macaraan na ang walong daang taon, na dapat magcaroon ng isang apoy na pangdalisay o panglinis sa mga calolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal.","Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de kibusdam levibus kulpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagkaroon ng patuluyang katibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa makatuwid ay ng makaraan na ang walong daang taon, na dapat magkaroon ng isang apoy na pangdalisay o panglinis sa mga kalolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal."
1393,140,calolowang,kalolowang,387,"Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de quibusdam levibus culpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagcaroon ng patuluyang catibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa macatuwid ay ng macaraan na ang walong daang taon, na dapat magcaroon ng isang apoy na pangdalisay o panglinis sa mga calolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal.","Bagamat sumang-ayon na si San Gregorio, alinsunod sa kanyang ""de kibusdam levibus kulpis esse ante judicium purgatorius ignis credendus est,"" hindi rin nagkaroon ng patuluyang katibayan ang Purgatorio, hanggang sa ng ipasiya ng Concilio sa Florencia ng taong 1439, sa makatuwid ay ng makaraan na ang walong daang taon, na dapat magkaroon ng isang apoy na pangdalisay o panglinis sa mga kalolowang bagamat namatay na sumisinta sa Dios, ngunit hindi pa lubos napagbabayaran ang Justicia ng May Kapal."
1394,141,cawacasa'y,kawakasa'y,3,"Sa cawacasa'y ang Concilio Tridentino, sa ilalim ng pangungulo ni Pio IV ng taong 1563, sa icalabinglimang pulong ay ilinagda ang cautusan tungkol sa Purgatorio, na ang pasimula'y: ""Cum catholica ecclesia Spiritu Sancto edocta etc.","Sa kawakasa'y ang Concilio Tridentino, sa ilalim ng pangungulo ni Pio IV ng taong 1563, sa ikalabinglimang pulong ay ilinagda ang kautusan tungkol sa Purgatorio, na ang pasimula'y: ""Cum katholika ecclesia Spiritu Sancto edocta etc."
1394,141,icalabinglimang,ikalabinglimang,91,"Sa cawacasa'y ang Concilio Tridentino, sa ilalim ng pangungulo ni Pio IV ng taong 1563, sa icalabinglimang pulong ay ilinagda ang cautusan tungkol sa Purgatorio, na ang pasimula'y: ""Cum catholica ecclesia Spiritu Sancto edocta etc.","Sa kawakasa'y ang Concilio Tridentino, sa ilalim ng pangungulo ni Pio IV ng taong 1563, sa ikalabinglimang pulong ay ilinagda ang kautusan tungkol sa Purgatorio, na ang pasimula'y: ""Cum katholika ecclesia Spiritu Sancto edocta etc."
1394,141,cautusan,kautusan,130,"Sa cawacasa'y ang Concilio Tridentino, sa ilalim ng pangungulo ni Pio IV ng taong 1563, sa icalabinglimang pulong ay ilinagda ang cautusan tungkol sa Purgatorio, na ang pasimula'y: ""Cum catholica ecclesia Spiritu Sancto edocta etc.","Sa kawakasa'y ang Concilio Tridentino, sa ilalim ng pangungulo ni Pio IV ng taong 1563, sa ikalabinglimang pulong ay ilinagda ang kautusan tungkol sa Purgatorio, na ang pasimula'y: ""Cum katholika ecclesia Spiritu Sancto edocta etc."
1394,141,catholica,katholika,186,"Sa cawacasa'y ang Concilio Tridentino, sa ilalim ng pangungulo ni Pio IV ng taong 1563, sa icalabinglimang pulong ay ilinagda ang cautusan tungkol sa Purgatorio, na ang pasimula'y: ""Cum catholica ecclesia Spiritu Sancto edocta etc.","Sa kawakasa'y ang Concilio Tridentino, sa ilalim ng pangungulo ni Pio IV ng taong 1563, sa ikalabinglimang pulong ay ilinagda ang kautusan tungkol sa Purgatorio, na ang pasimula'y: ""Cum katholika ecclesia Spiritu Sancto edocta etc."
1395,142,patungcol,patungkol,31,","" na doo'y sinasabing ang mga patungcol ng mga buhay, ang mga panalangin, ang mga paglilimos at iba pang mga gawang cabanalan ay siyang mabibisang paraan upang mailigtas sa Purgatorio ang mga calolowa, baga man sinasabing ang paghahayin ng misa'y siyang lalong cagalinggalingan sa lahat.",","" na doo'y sinasabing ang mga patungkol ng mga buhay, ang mga panalangin, ang mga paglilimos at iba pang mga gawang kabanalan ay siyang mabibisang paraan upang mailigtas sa Purgatorio ang mga kalolowa, baga man sinasabing ang paghahayin ng misa'y siyang lalong kagalinggalingan sa lahat."
1395,142,cabanalan,kabanalan,117,","" na doo'y sinasabing ang mga patungcol ng mga buhay, ang mga panalangin, ang mga paglilimos at iba pang mga gawang cabanalan ay siyang mabibisang paraan upang mailigtas sa Purgatorio ang mga calolowa, baga man sinasabing ang paghahayin ng misa'y siyang lalong cagalinggalingan sa lahat.",","" na doo'y sinasabing ang mga patungkol ng mga buhay, ang mga panalangin, ang mga paglilimos at iba pang mga gawang kabanalan ay siyang mabibisang paraan upang mailigtas sa Purgatorio ang mga kalolowa, baga man sinasabing ang paghahayin ng misa'y siyang lalong kagalinggalingan sa lahat."
1395,142,calolowa,kalolowa,193,","" na doo'y sinasabing ang mga patungcol ng mga buhay, ang mga panalangin, ang mga paglilimos at iba pang mga gawang cabanalan ay siyang mabibisang paraan upang mailigtas sa Purgatorio ang mga calolowa, baga man sinasabing ang paghahayin ng misa'y siyang lalong cagalinggalingan sa lahat.",","" na doo'y sinasabing ang mga patungkol ng mga buhay, ang mga panalangin, ang mga paglilimos at iba pang mga gawang kabanalan ay siyang mabibisang paraan upang mailigtas sa Purgatorio ang mga kalolowa, baga man sinasabing ang paghahayin ng misa'y siyang lalong kagalinggalingan sa lahat."
1395,142,cagalinggalingan,kagalinggalingan,262,","" na doo'y sinasabing ang mga patungcol ng mga buhay, ang mga panalangin, ang mga paglilimos at iba pang mga gawang cabanalan ay siyang mabibisang paraan upang mailigtas sa Purgatorio ang mga calolowa, baga man sinasabing ang paghahayin ng misa'y siyang lalong cagalinggalingan sa lahat.",","" na doo'y sinasabing ang mga patungkol ng mga buhay, ang mga panalangin, ang mga paglilimos at iba pang mga gawang kabanalan ay siyang mabibisang paraan upang mailigtas sa Purgatorio ang mga kalolowa, baga man sinasabing ang paghahayin ng misa'y siyang lalong kagalinggalingan sa lahat."
1396,143,wacas,wakas,203,"Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wacas ng camatayan ang taning upang macagawa ng mga carapatan o ng mga laban sa mga carapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang cahuluga'y ""usque ad purgatorium"" etc.","Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wakas ng kamatayan ang taning upang makagawa ng mga karapatan o ng mga laban sa mga karapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang kahuluga'y ""uske ad purgatorium"" etc."
1396,143,camatayan,kamatayan,212,"Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wacas ng camatayan ang taning upang macagawa ng mga carapatan o ng mga laban sa mga carapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang cahuluga'y ""usque ad purgatorium"" etc.","Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wakas ng kamatayan ang taning upang makagawa ng mga karapatan o ng mga laban sa mga karapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang kahuluga'y ""uske ad purgatorium"" etc."
1396,143,macagawa,makagawa,239,"Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wacas ng camatayan ang taning upang macagawa ng mga carapatan o ng mga laban sa mga carapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang cahuluga'y ""usque ad purgatorium"" etc.","Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wakas ng kamatayan ang taning upang makagawa ng mga karapatan o ng mga laban sa mga karapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang kahuluga'y ""uske ad purgatorium"" etc."
1396,143,carapatan,karapatan,255,"Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wacas ng camatayan ang taning upang macagawa ng mga carapatan o ng mga laban sa mga carapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang cahuluga'y ""usque ad purgatorium"" etc.","Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wakas ng kamatayan ang taning upang makagawa ng mga karapatan o ng mga laban sa mga karapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang kahuluga'y ""uske ad purgatorium"" etc."
1396,143,carapatan,karapatan,287,"Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wacas ng camatayan ang taning upang macagawa ng mga carapatan o ng mga laban sa mga carapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang cahuluga'y ""usque ad purgatorium"" etc.","Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wakas ng kamatayan ang taning upang makagawa ng mga karapatan o ng mga laban sa mga karapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang kahuluga'y ""uske ad purgatorium"" etc."
1396,143,cahuluga'y,kahuluga'y,347,"Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wacas ng camatayan ang taning upang macagawa ng mga carapatan o ng mga laban sa mga carapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang cahuluga'y ""usque ad purgatorium"" etc.","Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wakas ng kamatayan ang taning upang makagawa ng mga karapatan o ng mga laban sa mga karapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang kahuluga'y ""uske ad purgatorium"" etc."
1396,143,usque,uske,359,"Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wacas ng camatayan ang taning upang macagawa ng mga carapatan o ng mga laban sa mga carapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang cahuluga'y ""usque ad purgatorium"" etc.","Gayon ma'y hindi sumasampalataya ang mga protestante sa Purgatorio, at gayon din ang mga paring griego, sa pagka't wala silang nakikitang pagbibigay katotohanan ng Biblia, at sinasabi nilang binibigyang wakas ng kamatayan ang taning upang makagawa ng mga karapatan o ng mga laban sa mga karapatan, at ang ""Quodcumque ligaberis in terra"" hindi ang kahuluga'y ""uske ad purgatorium"" etc."
1397,144,calaguitnaan,kalaguitnaan,47,"; ngunit dito'y maisasagot na sa pagka't na sa calaguitnaan ng lupa ang Purgatorio, talagang dapat mapasailalim ng kapangyarihan ni San Pedro.","; ngunit dito'y maisasagot na sa pagka't na sa kalaguitnaan ng lupa ang Purgatorio, talagang dapat mapasailalim ng kapangyarihan ni San Pedro."
1399,146,macapagpapalagayan,makapagpapalagayan,177,"Isang araw na ibiguin po ninyong pagmatuwiranan natin ang bagay sa Purgatorio, magsadya, kayo sa aking bahay at doo'y babasahin natin ang mga libro at tayo'y malaya at payapang macapagpapalagayan ng canicanyang catuwiran.","Isang araw na ibiguin po ninyong pagmatuwiranan natin ang bagay sa Purgatorio, magsadya, kayo sa aking bahay at doo'y babasahin natin ang mga libro at tayo'y malaya at payapang makapagpapalagayan ng kanikanyang katuwiran."
